,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities,average price,market price,foil price
1493,Sphinx of Uthuun,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254108&type=card,Magic 2013 (Rare),"['5', 'Blue', 'Blue']",7,Creature — Sphinx (5/6),"Flying
When Sphinx of Uthuun enters the battlefield, reveal the top five cards of your library. An opponent separates those cards into two piles. Put one pile into your hand and the other into your graveyard.","AVERAGE
$0.31","MARKET
$0.15","FOIL
$0.54"
1494,Spirit Mantle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220154&type=card,Magic 2012 (Uncommon),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
Enchanted creature gets +1/+1 and has protection from creatures.","AVERAGE
$0.31","MARKET
$0.15","FOIL
$0.54"
1495,Stave Off,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220295&type=card,Magic 2012 (Common),['White'],1,Instant,Target creature gains protection from the color of your choice until end of turn.,"AVERAGE
$0.20","MARKET
$0.14","FOIL
$0.29"
1496,Stingerfling Spider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220075&type=card,Magic 2012 (Uncommon),"['4', 'Green']",5,Creature — Spider (2/5),"Reach
When Stingerfling Spider enters the battlefield, you may destroy target creature with flying.","AVERAGE
$0.25","MARKET
$0.09","FOIL
$0.40"
1497,Stonehorn Dignitary,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220160&type=card,Magic 2012 (Common),"['3', 'White']",4,Creature — Rhino Soldier (1/4),"When Stonehorn Dignitary enters the battlefield, target opponent skips their next combat phase.","AVERAGE
$0.25","MARKET
$0.09","FOIL
$0.40"
1498,Stormblood Berserker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220277&type=card,Magic 2012 (Uncommon),"['1', 'Red']",2,Creature — Human Berserker (1/1),"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Menace (This creature can't be blocked except by two or more creatures.)","AVERAGE
$0.75","MARKET
$0.56","FOIL
$7.59"
1499,Sundial of the Infinite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228118&type=card,Magic 2012 (Rare),['2'],2,Artifact,", : End the turn. Activate only during your turn. (Exile all spells and abilities from the stack. Discard down to your maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)","AVERAGE
$5.20","MARKET
$4.58","FOIL
$13.27"
1500,Sutured Ghoul,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220157&type=card,Magic 2012 (Rare),"['4', 'Black', 'Black', 'Black']",7,Creature — Zombie (*/*),"Trample
As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.
Sutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.","AVERAGE
$3.77","MARKET
$3.59","FOIL
$0.74"
1501,Swiftfoot Boots,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220261&type=card,Magic 2012 (Uncommon),['2'],2,Artifact — Equipment,"Equipped creature has hexproof and haste.
Equip","AVERAGE
$2.50","MARKET
$1.92","FOIL
$13.08"
1502,Taste of Blood,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226561&type=card,Magic 2012 (Common),['Black'],1,Sorcery,Taste of Blood deals 1 damage to target player or planeswalker and you gain 1 life.,"AVERAGE
$2.50","MARKET
$1.92","FOIL
$0.29"
1503,Tectonic Rift,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234568&type=card,Magic 2012 (Uncommon),"['3', 'Red']",4,Sorcery,Destroy target land. Creatures without flying can't block this turn.,"AVERAGE
$0.17","MARKET
$0.01","FOIL
$0.28"
1504,Thran Golem,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234072&type=card,Magic 2012 (Uncommon),['5'],5,Artifact Creature — Golem (3/3),"As long as Thran Golem is enchanted, it gets +2/+2 and has flying, first strike, and trample.","AVERAGE
$0.17","MARKET
$0.01","FOIL
$0.28"
1505,Throne of Empires,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220232&type=card,Magic 2012 (Rare),['4'],4,Artifact,", : Create a 1/1 white Soldier creature token. Create five of those tokens instead if you control artifacts named Crown of Empires and Scepter of Empires.","AVERAGE
$0.24","MARKET
$0.07","FOIL
$0.35"
1506,Timely Reinforcements,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220074&type=card,Magic 2012 (Uncommon),"['2', 'White']",3,Sorcery,"If you have less life than an opponent, you gain 6 life. If you control fewer creatures than an opponent, create three 1/1 white Soldier creature tokens.","AVERAGE
$1.32","MARKET
$1.25","FOIL
$16.91"
1507,Titanic Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221203&type=card,Magic 2012 (Common),"['1', 'Green']",2,Instant,Target creature gets +4/+4 until end of turn.,"AVERAGE
$1.32","MARKET
$1.25","FOIL
$16.91"
1508,Titanic Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221203&type=card,Magic 2012 (Common),"['1', 'Green']",2,Instant,Target creature gets +4/+4 until end of turn.,"AVERAGE
$0.17","MARKET
$0.02","FOIL
$0.29"
1509,Titanic Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288934&type=card,Magic 2013 (Common),"['1', 'Green']",2,Instant,Target creature gets +4/+4 until end of turn.,"AVERAGE
$1.32","MARKET
$1.25","FOIL
$16.91"
1510,Titanic Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288934&type=card,Magic 2013 (Common),"['1', 'Green']",2,Instant,Target creature gets +4/+4 until end of turn.,"AVERAGE
$0.17","MARKET
$0.02","FOIL
$0.29"
1511,Tormented Soul,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220122&type=card,Magic 2012 (Common),['Black'],1,Creature — Spirit (1/1),Tormented Soul can't block and can't be blocked.,"AVERAGE
$0.25","MARKET
$0.20","FOIL
$0.50"
1512,Tormented Soul,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220122&type=card,Magic 2012 (Common),['Black'],1,Creature — Spirit (1/1),Tormented Soul can't block and can't be blocked.,"AVERAGE
$0.25","MARKET
$0.20","FOIL
$0.50"
1513,Tormented Soul,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249668&type=card,Magic 2013 (Common),['Black'],1,Creature — Spirit (1/1),Tormented Soul can't block and can't be blocked.,"AVERAGE
$0.25","MARKET
$0.20","FOIL
$0.50"
1514,Tormented Soul,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249668&type=card,Magic 2013 (Common),['Black'],1,Creature — Spirit (1/1),Tormented Soul can't block and can't be blocked.,"AVERAGE
$0.25","MARKET
$0.20","FOIL
$0.50"
1515,Trollhide,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220190&type=card,Magic 2012 (Common),"['2', 'Green']",3,Enchantment — Aura,"Enchant creature
Enchanted creature gets +2/+2 and has "": Regenerate this creature."" (The next time the creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","AVERAGE
$0.25","MARKET
$0.20","FOIL
$0.26"
1516,Turn to Frog,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220265&type=card,Magic 2012 (Uncommon),"['1', 'Blue']",2,Instant,"Until end of turn, target creature loses all abilities and becomes a blue Frog with base power and toughness 1/1.","AVERAGE
$0.25","MARKET
$0.10","FOIL
$0.42"
1517,Vampire Outcasts,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220127&type=card,Magic 2012 (Uncommon),"['2', 'Black', 'Black']",4,Creature — Vampire (2/2),"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)","AVERAGE
$0.24","MARKET
$0.10","FOIL
$0.34"
1518,Vastwood Gorger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244827&type=card,Magic 2012 (Common),"['5', 'Green']",6,Creature — Wurm (5/6),,"AVERAGE
$0.19","MARKET
$0.02","FOIL
$0.26"
1519,Vastwood Gorger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244827&type=card,Magic 2012 (Common),"['5', 'Green']",6,Creature — Wurm (5/6),,"AVERAGE
$0.19","MARKET
$0.02","FOIL
$0.26"
1520,Vastwood Gorger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279992&type=card,Magic 2013 (Common),"['5', 'Green']",6,Creature — Wurm (5/6),,"AVERAGE
$0.19","MARKET
$0.02","FOIL
$0.26"
1521,Vastwood Gorger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279992&type=card,Magic 2013 (Common),"['5', 'Green']",6,Creature — Wurm (5/6),,"AVERAGE
$0.19","MARKET
$0.02","FOIL
$0.26"
1522,Vengeful Pharaoh,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220170&type=card,Magic 2012 (Rare),"['2', 'Black', 'Black', 'Black']",5,Creature — Zombie (5/4),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever combat damage is dealt to you or a planeswalker you control, if Vengeful Pharaoh is in your graveyard, destroy target attacking creature, then put Vengeful Pharaoh on top of your library.","AVERAGE
$1.72","MARKET
$1.59","FOIL
$4.55"
1523,Visions of Beyond,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220226&type=card,Magic 2012 (Rare),['Blue'],1,Instant,"Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.","AVERAGE
$1.72","MARKET
$1.59","FOIL
$4.55"
1524,Volcanic Dragon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244719&type=card,Magic 2012 (Uncommon),"['4', 'Red', 'Red']",6,Creature — Dragon (4/4),"Flying, haste","AVERAGE
$0.25","MARKET
$0.10","FOIL
$0.48"
1525,Wall of Torches,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220189&type=card,Magic 2012 (Common),"['1', 'Red']",2,Creature — Wall (4/1),Defender (This creature can't attack.),"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.30"
1526,Warstorm Surge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228796&type=card,Magic 2012 (Rare),"['5', 'Red']",6,Enchantment,"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.","AVERAGE
$1.23","MARKET
$1.05","FOIL
$13.35"
1527,Worldslayer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227302&type=card,Magic 2012 (Rare),['5'],5,Artifact — Equipment,"Whenever equipped creature deals combat damage to a player, destroy all permanents other than Worldslayer.
Equip (: Attach to target creature you control. Equip only as a sorcery.)","AVERAGE
$2.80","MARKET
$3.01","FOIL
$12.67"
1528,Wring Flesh,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230758&type=card,Magic 2012 (Common),['Black'],1,Instant,Target creature gets -3/-1 until end of turn.,"AVERAGE
$0.20","MARKET
$0.05","FOIL
$0.29"
1529,Zombie Infestation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241860&type=card,Magic 2012 (Uncommon),"['1', 'Black']",2,Enchantment,Discard two cards: Create a 2/2 black Zombie creature token.,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$1.34"
1530,"Ajani, Caller of the Pride",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249695&type=card,Magic 2013 (Mythic Rare),"['1', 'White', 'White']",3,Legendary Planeswalker — Ajani (4),"+1: Put a +1/+1 counter on up to one target creature.
−3: Target creature gains flying and double strike until end of turn.
−8: Create X 2/2 white Cat creature tokens, where X is your life total.","AVERAGE
$0.29","MARKET
$0.20","FOIL
$1.20"
1531,Ajani's Sunstriker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259715&type=card,Magic 2013 (Common),"['White', 'White']",2,Creature — Cat Cleric (2/2),Lifelink (Damage dealt by this creature also causes you to gain that much life.),"AVERAGE
$4.04","MARKET
$3.80","FOIL
$0.54"
1532,Akroma's Memorial,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279712&type=card,Magic 2013 (Mythic Rare),['7'],7,Legendary Artifact,"Creatures you control have flying, first strike, vigilance, trample, haste, and protection from black and from red.","AVERAGE
$19.77","MARKET
$20.77","FOIL
$50.20"
1533,Angelic Benediction,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279702&type=card,Magic 2013 (Uncommon),"['3', 'White']",4,Enchantment,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever a creature you control attacks alone, you may tap target creature.","AVERAGE
$0.25","MARKET
$0.11","FOIL
$0.43"
1534,Arbor Elf,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249840&type=card,Magic 2013 (Common),['Green'],1,Creature — Elf Druid (1/1),: Untap target Forest.,"AVERAGE
$0.24","MARKET
$0.12","FOIL
$0.33"
1535,Archaeomancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265722&type=card,Magic 2013 (Common),"['2', 'Blue', 'Blue']",4,Creature — Human Wizard (1/2),"When Archaeomancer enters the battlefield, return target instant or sorcery card from your graveyard to your hand.","AVERAGE
$0.67","MARKET
$0.60","FOIL
$17.24"
1536,Arctic Aven,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249710&type=card,Magic 2013 (Uncommon),"['2', 'Blue']",3,Creature — Bird Wizard (2/1),"Flying
Arctic Aven gets +1/+1 as long as you control a Plains.
: Arctic Aven gains lifelink until end of turn. (Damage dealt by this creature also causes you to gain that much life.)","AVERAGE
$18.47","MARKET
$17.37",None
1537,Arms Dealer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265719&type=card,Magic 2013 (Uncommon),"['2', 'Red']",3,Creature — Goblin Rogue (1/1),", Sacrifice a Goblin: Arms Dealer deals 4 damage to target creature.","AVERAGE
$0.28","MARKET
$0.18","FOIL
$0.70"
1538,Attended Knight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265723&type=card,Magic 2013 (Common),"['2', 'White']",3,Creature — Human Knight (2/2),"First strike
When Attended Knight enters the battlefield, create a 1/1 white Soldier creature token.","AVERAGE
$0.22","MARKET
$0.11","FOIL
$0.64"
1539,Augur of Bolas,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249676&type=card,Magic 2013 (Uncommon),"['1', 'Blue']",2,Creature — Merfolk Wizard (1/3),"When Augur of Bolas enters the battlefield, look at the top three cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in any order.","AVERAGE
$0.22","MARKET
$0.11","FOIL
$0.64"
1540,Aven Squire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265712&type=card,Magic 2013 (Common),"['1', 'White']",2,Creature — Bird Soldier (1/1),"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)","AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.35"
1541,Battle of Wits,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288878&type=card,Magic 2013 (Rare),"['3', 'Blue', 'Blue']",5,Enchantment,"At the beginning of your upkeep, if you have 200 or more cards in your library, you win the game.","AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.35"
1542,Battleflight Eagle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259721&type=card,Magic 2013 (Common),"['4', 'White']",5,Creature — Bird (2/2),"Flying
When Battleflight Eagle enters the battlefield, target creature gets +2/+2 and gains flying until end of turn.","AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.29"
1543,Bladetusk Boar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279707&type=card,Magic 2013 (Common),"['3', 'Red']",4,Creature — Boar (3/2),Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.),"AVERAGE
$0.19","MARKET
$0.02","FOIL
$0.28"
1544,Blood Reckoning,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279991&type=card,Magic 2013 (Uncommon),"['3', 'Black']",4,Enchantment,"Whenever a creature attacks you or a planeswalker you control, that creature's controller loses 1 life.","AVERAGE
$0.19","MARKET
$0.02","FOIL
$0.28"
1545,Bloodhunter Bat,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259705&type=card,Magic 2013 (Common),"['3', 'Black']",4,Creature — Bat (2/2),"Flying
When Bloodhunter Bat enters the battlefield, target player loses 2 life and you gain 2 life.","AVERAGE
$0.31","MARKET
$0.27","FOIL
$0.60"
1546,Bond Beetle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249696&type=card,Magic 2013 (Common),['Green'],1,Creature — Insect (0/1),"When Bond Beetle enters the battlefield, put a +1/+1 counter on target creature.","AVERAGE
$0.20","MARKET
$0.10","FOIL
$0.39"
1547,Boundless Realms,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249667&type=card,Magic 2013 (Rare),"['6', 'Green']",7,Sorcery,"Search your library for up to X basic land cards, where X is the number of lands you control, put them onto the battlefield tapped, then shuffle.","AVERAGE
$0.24","MARKET
$0.17","FOIL
$0.83"
1548,Captain's Call,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249689&type=card,Magic 2013 (Common),"['3', 'White']",4,Sorcery,Create three 1/1 white Soldier creature tokens.,"AVERAGE
$0.20","MARKET
$0.06","FOIL
$0.42"
1549,Cathedral of War,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259680&type=card,Magic 2013 (Rare),"['3', 'White']",0,Land,"Cathedral of War enters the battlefield tapped.
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
: Add .","AVERAGE
$0.20","MARKET
$0.06","FOIL
$0.42"
1550,Chandra's Fury,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249682&type=card,Magic 2013 (Common),"['4', 'Red']",5,Instant,Chandra's Fury deals 4 damage to target player or planeswalker and 1 damage to each creature that player or that planeswalker's controller controls.,"AVERAGE
$2.00","MARKET
$0.07","FOIL
$0.29"
1551,Chronomaton,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259698&type=card,Magic 2013 (Uncommon),['1'],1,Artifact Creature — Golem (1/1),", : Put a +1/+1 counter on Chronomaton.","AVERAGE
$0.18","MARKET
$0.07","FOIL
$0.29"
1552,Cleaver Riot,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276207&type=card,Magic 2013 (Uncommon),"['4', 'Red']",5,Sorcery,Creatures you control gain double strike until end of turn. (They deal both first-strike and regular combat damage.),"AVERAGE
$0.24","MARKET
$0.09","FOIL
$0.35"
1553,Clock of Omens,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288877&type=card,Magic 2013 (Uncommon),['4'],4,Artifact,Tap two untapped artifacts you control: Untap target artifact.,"AVERAGE
$0.24","MARKET
$0.09","FOIL
$5.97"
1554,Courtly Provocateur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276475&type=card,Magic 2013 (Uncommon),"['2', 'Blue']",3,Creature — Human Wizard (1/1),": Target creature attacks this turn if able.
: Target creature blocks this turn if able.","AVERAGE
$0.24","MARKET
$0.10","FOIL
$0.43"
1555,Cower in Fear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280232&type=card,Magic 2013 (Uncommon),"['1', 'Black', 'Black']",3,Instant,Creatures your opponents control get -1/-1 until end of turn.,"AVERAGE
$0.24","MARKET
$0.04","FOIL
$0.32"
1556,Craterize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253699&type=card,Magic 2013 (Common),"['3', 'Red']",4,Sorcery,Destroy target land.,"AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.27"
1557,Crimson Muckwader,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253739&type=card,Magic 2013 (Uncommon),"['1', 'Red']",2,Creature — Lizard (2/1),"Crimson Muckwader gets +1/+1 as long as you control a Swamp.
: Regenerate Crimson Muckwader. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","AVERAGE
$0.24","MARKET
$0.05","FOIL
$0.38"
1558,Crippling Blight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253716&type=card,Magic 2013 (Common),['Black'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets -1/-1 and can't block.","AVERAGE
$0.19","MARKET
$0.03","FOIL
$0.29"
1559,Crusader of Odric,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253730&type=card,Magic 2013 (Uncommon),"['2', 'White']",3,Creature — Human Soldier (*/*),Crusader of Odric's power and toughness are each equal to the number of creatures you control.,"AVERAGE
$0.25","MARKET
$0.11","FOIL
$0.83"
1560,Diabolic Revelation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278196&type=card,Magic 2013 (Rare),"['Variable Colorless', '3', 'Black', 'Black']",5,Sorcery,"Search your library for up to X cards, put those cards into your hand, then shuffle.","AVERAGE
$0.24","MARKET
$0.21","FOIL
$0.59"
1561,Disciple of Bolas,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253694&type=card,Magic 2013 (Rare),"['3', 'Black']",4,Creature — Human Wizard (2/1),"When Disciple of Bolas enters the battlefield, sacrifice another creature. You gain X life and draw X cards, where X is that creature's power.","AVERAGE
$2.03","MARKET
$1.97","FOIL
$4.75"
1562,Door to Nothingness,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288992&type=card,Magic 2013 (Rare),['5'],5,Artifact,"Door to Nothingness enters the battlefield tapped.
, , Sacrifice Door to Nothingness: Target player loses the game.","AVERAGE
$0.25","MARKET
$0.16",None
1563,Downpour,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276208&type=card,Magic 2013 (Common),"['1', 'Blue']",2,Instant,Tap up to three target creatures.,"AVERAGE
$1.54","MARKET
$1.51","FOIL
$5.11"
1564,Dragon Hatchling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259201&type=card,Magic 2013 (Common),"['1', 'Red']",2,Creature — Dragon (0/1),"Flying
: Dragon Hatchling gets +1/+0 until end of turn.","AVERAGE
$0.19","MARKET
$0.08","FOIL
$0.31"
1565,Duskmantle Prowler,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265728&type=card,Magic 2013 (Uncommon),"['3', 'Black']",4,Creature — Vampire Rogue (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)","AVERAGE
$0.24","MARKET
$0.04","FOIL
$0.31"
1566,Duty-Bound Dead,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260988&type=card,Magic 2013 (Common),['Black'],1,Creature — Skeleton (0/2),"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
: Regenerate Duty-Bound Dead. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","AVERAGE
$0.19","MARKET
$0.13","FOIL
$0.39"
1567,Elderscale Wurm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249703&type=card,Magic 2013 (Mythic Rare),"['4', 'Green', 'Green', 'Green']",7,Creature — Wurm (7/7),"Trample
When Elderscale Wurm enters the battlefield, if your life total is less than 7, your life total becomes 7.
As long as you have 7 or more life, damage that would reduce your life total to less than 7 reduces it to 7 instead.","AVERAGE
$2.00","MARKET
$2.74","FOIL
$4.93"
1568,Encrust,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278194&type=card,Magic 2013 (Common),"['1', 'Blue', 'Blue']",3,Enchantment — Aura,"Enchant artifact or creature
Enchanted permanent doesn't untap during its controller's untap step and its activated abilities can't be activated.","AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.95"
1569,Erase,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259723&type=card,Magic 2013 (Common),['White'],1,Instant,Exile target enchantment.,"AVERAGE
$0.20","MARKET
$0.08","FOIL
$0.39"
1570,Essence Drain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276300&type=card,Magic 2013 (Common),"['4', 'Black']",5,Sorcery,Essence Drain deals 3 damage to any target and you gain 3 life.,"AVERAGE
$0.19","MARKET
$0.07","FOIL
$0.28"
1571,Evolving Wilds,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=269666&type=card,Magic 2013 (Common),"['1', 'Blue']",0,Land,", Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.","AVERAGE
$0.25","MARKET
$0.09","FOIL
$0.50"
1572,Faerie Invaders,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279988&type=card,Magic 2013 (Common),"['4', 'Blue']",5,Creature — Faerie Rogue (3/3),"Flash (You may cast this spell any time you could cast an instant.)
Flying","AVERAGE
$0.19","MARKET
$0.07","FOIL
$0.29"
1573,Faith's Reward,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259666&type=card,Magic 2013 (Rare),"['3', 'White']",4,Instant,Return to the battlefield all permanent cards in your graveyard that were put there from the battlefield this turn.,"AVERAGE
$1.92","MARKET
$1.93","FOIL
$3.49"
1574,Farseek,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=277824&type=card,Magic 2013 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a Plains, Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle.","AVERAGE
$1.87","MARKET
$1.50","FOIL
$6.16"
1575,Fervor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279709&type=card,Magic 2013 (Rare),"['2', 'Red']",3,Enchantment,Creatures you control have haste. (They can attack and as soon as they come under your control.),"AVERAGE
$1.87","MARKET
$1.50","FOIL
$6.16"
1576,Fire Elemental,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259212&type=card,Magic 2013 (Common),"['3', 'Red', 'Red']",5,Creature — Elemental (5/4),,"AVERAGE
$3.29","MARKET
$3.63","FOIL
$7.00"
1577,Firewing Phoenix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259202&type=card,Magic 2013 (Rare),"['3', 'Red']",4,Creature — Phoenix (4/2),"Flying
: Return Firewing Phoenix from your graveyard to your hand.","AVERAGE
$0.16","MARKET
$0.02","FOIL
$0.25"
1578,Flames of the Firebrand,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259219&type=card,Magic 2013 (Uncommon),"['2', 'Red']",3,Sorcery,"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three targets.","AVERAGE
$0.35","MARKET
$0.16","FOIL
$0.84"
1579,Flinthoof Boar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249712&type=card,Magic 2013 (Uncommon),"['1', 'Green']",2,Creature — Boar (2/2),"Flinthoof Boar gets +1/+1 as long as you control a Mountain.
: Flinthoof Boar gains haste until end of turn. (It can attack and this turn.)","AVERAGE
$0.26","MARKET
$0.08","FOIL
$0.85"
1580,Fog Bank,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270314&type=card,Magic 2013 (Uncommon),"['1', 'Blue']",2,Creature — Wall (0/2),"Defender, flying
Prevent all combat damage that would be dealt to and dealt by Fog Bank.","AVERAGE
$1.54","MARKET
$1.39","FOIL
$1.31"
1581,Fungal Sprouting,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249711&type=card,Magic 2013 (Uncommon),"['3', 'Green']",4,Sorcery,"Create X 1/1 green Saproling creature tokens, where X is the greatest power among creatures you control.","AVERAGE
$0.72","MARKET
$0.83","FOIL
$2.29"
