,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
739,Crippling Blight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253716&type=card,Magic 2013 (Common),['Black'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets -1/-1 and can't block."
740,Crusader of Odric,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253730&type=card,Magic 2013 (Uncommon),"['2', 'White']",3,Creature — Human Soldier (*/*),Crusader of Odric's power and toughness are each equal to the number of creatures you control.
741,Dark Favor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260975&type=card,Magic 2013 (Common),"['1', 'Black']",2,Enchantment — Aura,"Enchant creature
When Dark Favor enters the battlefield, you lose 1 life.
Enchanted creature gets +3/+1."
742,Deadly Recluse,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265717&type=card,Magic 2013 (Common),"['1', 'Green']",2,Creature — Spider (1/2),"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)"
743,Diabolic Revelation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278196&type=card,Magic 2013 (Rare),"['Variable Colorless', '3', 'Black', 'Black']",5,Sorcery,"Search your library for up to X cards, put those cards into your hand, then shuffle."
744,Disciple of Bolas,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253694&type=card,Magic 2013 (Rare),"['3', 'Black']",4,Creature — Human Wizard (2/1),"When Disciple of Bolas enters the battlefield, sacrifice another creature. You gain X life and draw X cards, where X is that creature's power."
745,Disentomb,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259701&type=card,Magic 2013 (Common),['Black'],1,Sorcery,Return target creature card from your graveyard to your hand.
746,Divination,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254118&type=card,Magic 2013 (Common),"['2', 'Blue']",3,Sorcery,Draw two cards.
747,Divine Favor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259709&type=card,Magic 2013 (Common),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
When Divine Favor enters the battlefield, you gain 3 life.
Enchanted creature gets +1/+3."
748,Divine Verdict,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=271367&type=card,Magic 2013 (Common),"['3', 'White']",4,Instant,Destroy target attacking or blocking creature.
749,Door to Nothingness,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288992&type=card,Magic 2013 (Rare),['5'],5,Artifact,"Door to Nothingness enters the battlefield tapped.
, , Sacrifice Door to Nothingness: Target player loses the game."
750,Downpour,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276208&type=card,Magic 2013 (Common),"['1', 'Blue']",2,Instant,Tap up to three target creatures.
751,Dragon Hatchling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259201&type=card,Magic 2013 (Common),"['1', 'Red']",2,Creature — Dragon (0/1),"Flying
: Dragon Hatchling gets +1/+0 until end of turn."
752,Dragonskull Summit,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249716&type=card,Magic 2013 (Rare),"['1', 'Red']",0,Land,"Dragonskull Summit enters the battlefield tapped unless you control a Swamp or a Mountain.
: Add or ."
753,Drowned Catacomb,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249717&type=card,Magic 2013 (Rare),"['1', 'Red']",0,Land,"Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp.
: Add or ."
754,Duress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260979&type=card,Magic 2013 (Common),['Black'],1,Sorcery,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card."
755,Duskdale Wurm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276474&type=card,Magic 2013 (Uncommon),"['5', 'Green', 'Green']",7,Creature — Wurm (7/7),Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
756,Duskmantle Prowler,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265728&type=card,Magic 2013 (Uncommon),"['3', 'Black']",4,Creature — Vampire Rogue (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)"
757,Duty-Bound Dead,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260988&type=card,Magic 2013 (Common),['Black'],1,Creature — Skeleton (0/2),"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
: Regenerate Duty-Bound Dead. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)"
758,Elderscale Wurm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249703&type=card,Magic 2013 (Mythic Rare),"['4', 'Green', 'Green', 'Green']",7,Creature — Wurm (7/7),"Trample
When Elderscale Wurm enters the battlefield, if your life total is less than 7, your life total becomes 7.
As long as you have 7 or more life, damage that would reduce your life total to less than 7 reduces it to 7 instead."
759,Elixir of Immortality,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279717&type=card,Magic 2013 (Uncommon),['1'],1,Artifact,", : You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library."
760,Elvish Archdruid,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253678&type=card,Magic 2013 (Rare),"['1', 'Green', 'Green']",3,Creature — Elf Druid (2/2),"Other Elf creatures you control get +1/+1.
: Add for each Elf you control."
761,Elvish Visionary,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278193&type=card,Magic 2013 (Common),"['1', 'Green']",2,Creature — Elf Shaman (1/1),"When Elvish Visionary enters the battlefield, draw a card."
762,Encrust,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278194&type=card,Magic 2013 (Common),"['1', 'Blue', 'Blue']",3,Enchantment — Aura,"Enchant artifact or creature
Enchanted permanent doesn't untap during its controller's untap step and its activated abilities can't be activated."
763,Erase,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259723&type=card,Magic 2013 (Common),['White'],1,Instant,Exile target enchantment.
764,Essence Drain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276300&type=card,Magic 2013 (Common),"['4', 'Black']",5,Sorcery,Essence Drain deals 3 damage to any target and you gain 3 life.
765,Essence Scatter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276209&type=card,Magic 2013 (Common),"['1', 'Blue']",2,Instant,Counter target creature spell.
766,Evolving Wilds,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=269666&type=card,Magic 2013 (Common),"['1', 'Blue']",0,Land,", Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."
767,Faerie Invaders,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279988&type=card,Magic 2013 (Common),"['4', 'Blue']",5,Creature — Faerie Rogue (3/3),"Flash (You may cast this spell any time you could cast an instant.)
Flying"
768,Faith's Reward,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259666&type=card,Magic 2013 (Rare),"['3', 'White']",4,Instant,Return to the battlefield all permanent cards in your graveyard that were put there from the battlefield this turn.
769,Farseek,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=277824&type=card,Magic 2013 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a Plains, Island, Swamp, or Mountain card, put it onto the battlefield tapped, then shuffle."
770,Fervor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279709&type=card,Magic 2013 (Rare),"['2', 'Red']",3,Enchantment,Creatures you control have haste. (They can attack and as soon as they come under your control.)
771,Fire Elemental,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259212&type=card,Magic 2013 (Common),"['3', 'Red', 'Red']",5,Creature — Elemental (5/4),
772,Firewing Phoenix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259202&type=card,Magic 2013 (Rare),"['3', 'Red']",4,Creature — Phoenix (4/2),"Flying
: Return Firewing Phoenix from your graveyard to your hand."
773,Flames of the Firebrand,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259219&type=card,Magic 2013 (Uncommon),"['2', 'Red']",3,Sorcery,"Flames of the Firebrand deals 3 damage divided as you choose among one, two, or three targets."
774,Flinthoof Boar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249712&type=card,Magic 2013 (Uncommon),"['1', 'Green']",2,Creature — Boar (2/2),"Flinthoof Boar gets +1/+1 as long as you control a Mountain.
: Flinthoof Boar gains haste until end of turn. (It can attack and this turn.)"
775,Fog,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253673&type=card,Magic 2013 (Common),['Green'],1,Instant,Prevent all combat damage that would be dealt this turn.
776,Fog Bank,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270314&type=card,Magic 2013 (Uncommon),"['1', 'Blue']",2,Creature — Wall (0/2),"Defender, flying
Prevent all combat damage that would be dealt to and dealt by Fog Bank."
777,Forest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249718&type=card,Magic 2013 (Land),"['1', 'Blue']",0,Basic Land — Forest,
778,Fungal Sprouting,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249711&type=card,Magic 2013 (Uncommon),"['3', 'Green']",4,Sorcery,"Create X 1/1 green Saproling creature tokens, where X is the greatest power among creatures you control."
779,Furnace Whelp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288936&type=card,Magic 2013 (Uncommon),"['2', 'Red', 'Red']",4,Creature — Dragon (2/2),"Flying (This creature can't be blocked except by creatures with flying or reach.)
: Furnace Whelp gets +1/+0 until end of turn."
780,"Garruk, Primal Hunter",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253669&type=card,Magic 2013 (Mythic Rare),"['2', 'Green', 'Green', 'Green']",5,Legendary Planeswalker — Garruk (3),"+1: Create a 3/3 green Beast creature token.
−3: Draw cards equal to the greatest power among creatures you control.
−6: Create a 6/6 green Wurm creature token for each land you control."
781,Garruk's Packleader,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253687&type=card,Magic 2013 (Uncommon),"['4', 'Green']",5,Creature — Beast (4/4),"Whenever another creature with power 3 or greater enters the battlefield under your control, you may draw a card."
782,Gem of Becoming,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275727&type=card,Magic 2013 (Uncommon),['3'],3,Artifact,", , Sacrifice Gem of Becoming: Search your library for an Island card, a Swamp card, and a Mountain card. Reveal those cards, put them into your hand, then shuffle."
783,Giant Scorpion,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260986&type=card,Magic 2013 (Common),"['2', 'Black']",3,Creature — Scorpion (1/3),Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
784,Gilded Lotus,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249742&type=card,Magic 2013 (Rare),['5'],5,Artifact,: Add three mana of any one color.
785,Glacial Fortress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249722&type=card,Magic 2013 (Rare),['5'],0,Land,"Glacial Fortress enters the battlefield tapped unless you control a Plains or an Island.
: Add or ."
786,Glorious Charge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265720&type=card,Magic 2013 (Common),"['1', 'White']",2,Instant,Creatures you control get +1/+1 until end of turn.
787,Goblin Arsonist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=266050&type=card,Magic 2013 (Common),['Red'],1,Creature — Goblin Shaman (1/1),"When Goblin Arsonist dies, you may have it deal 1 damage to any target."
788,Goblin Battle Jester,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278070&type=card,Magic 2013 (Common),"['3', 'Red']",4,Creature — Goblin (2/2),"Whenever you cast a red spell, target creature can't block this turn."
789,Griffin Protector,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259673&type=card,Magic 2013 (Common),"['3', 'White']",4,Creature — Griffin (2/3),"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn."
790,Ground Seal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=289156&type=card,Magic 2013 (Rare),"['1', 'Green']",2,Enchantment,"When Ground Seal enters the battlefield, draw a card.
Cards in graveyards can't be the targets of spells or abilities."
791,Guardian Lions,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279701&type=card,Magic 2013 (Common),"['4', 'White']",5,Creature — Cat (1/6),Vigilance (Attacking doesn't cause this creature to tap.)
792,Guardians of Akrasa,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279861&type=card,Magic 2013 (Common),"['2', 'White']",3,Creature — Human Soldier (0/4),"Defender (This creature can't attack.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)"
793,Hamletback Goliath,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279708&type=card,Magic 2013 (Rare),"['6', 'Red']",7,Creature — Giant Warrior (6/6),"Whenever another creature enters the battlefield, you may put X +1/+1 counters on Hamletback Goliath, where X is that creature's power."
794,Harbor Bandit,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259660&type=card,Magic 2013 (Uncommon),"['2', 'Black']",3,Creature — Human Rogue (2/2),"Harbor Bandit gets +1/+1 as long as you control an Island.
: Harbor Bandit can't be blocked this turn."
795,Harbor Serpent,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254113&type=card,Magic 2013 (Common),"['4', 'Blue', 'Blue']",6,Creature — Serpent (5/5),"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Harbor Serpent can't attack unless there are five or more Islands on the battlefield."
796,Healer of the Pride,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276206&type=card,Magic 2013 (Uncommon),"['3', 'White']",4,Creature — Cat Cleric (2/3),"Whenever another creature enters the battlefield under your control, you gain 2 life."
797,Hellion Crucible,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253729&type=card,Magic 2013 (Rare),"['3', 'White']",0,Land,": Add .
, : Put a pressure counter on Hellion Crucible.
, , Remove two pressure counters from Hellion Crucible and sacrifice it: Create a 4/4 red Hellion creature token with haste. (It can attack and as soon as it comes under your control.)"
798,Hydrosurge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270378&type=card,Magic 2013 (Common),['Blue'],1,Instant,Target creature gets -5/-0 until end of turn.
799,Index,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=289098&type=card,Magic 2013 (Common),['Blue'],1,Sorcery,"Look at the top five cards of your library, then put them back in any order."
800,Intrepid Hero,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280320&type=card,Magic 2013 (Rare),"['2', 'White']",3,Creature — Human Soldier (1/1),: Destroy target creature with power 4 or greater.
801,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249724&type=card,Magic 2013 (Land),"['2', 'White']",0,Basic Land — Island,
802,"Jace, Memory Adept",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254107&type=card,Magic 2013 (Mythic Rare),"['3', 'Blue', 'Blue']",5,Legendary Planeswalker — Jace (4),"+1: Draw a card. Target player mills a card.
0: Target player mills ten cards.
−7: Any number of target players each draw twenty cards."
803,Jace's Phantasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249672&type=card,Magic 2013 (Uncommon),['Blue'],1,Creature — Illusion (1/1),"Flying
Jace's Phantasm gets +4/+4 as long as an opponent has ten or more cards in their graveyard."
804,Jayemdae Tome,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275705&type=card,Magic 2013 (Uncommon),['4'],4,Artifact,", : Draw a card."
805,Kindled Fury,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280221&type=card,Magic 2013 (Common),['Red'],1,Instant,Target creature gets +1/+0 and gains first strike until end of turn.
806,Kitesail,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278075&type=card,Magic 2013 (Uncommon),['2'],2,Artifact — Equipment,"Equipped creature gets +1/+0 and has flying.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
807,Knight of Glory,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265731&type=card,Magic 2013 (Uncommon),"['1', 'White']",2,Creature — Human Knight (2/1),"Protection from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)"
808,Knight of Infamy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265735&type=card,Magic 2013 (Uncommon),"['1', 'Black']",2,Creature — Human Knight (2/1),"Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)"
809,Kraken Hatchling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279699&type=card,Magic 2013 (Common),['Blue'],1,Creature — Kraken (0/4),
810,"Krenko, Mob Boss",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253712&type=card,Magic 2013 (Rare),"['2', 'Red', 'Red']",4,Legendary Creature — Goblin Warrior (3/3),": Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control."
811,Krenko's Command,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259213&type=card,Magic 2013 (Common),"['1', 'Red']",2,Sorcery,Create two 1/1 red Goblin creature tokens.
812,Liliana of the Dark Realms,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259695&type=card,Magic 2013 (Mythic Rare),"['2', 'Black', 'Black']",4,Legendary Planeswalker — Liliana (3),"+1: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.
−3: Target creature gets +X/+X or -X/-X until end of turn, where X is the number of Swamps you control.
−6: You get an emblem with ""Swamps you control have ‘: Add .'"""
813,Liliana's Shade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260992&type=card,Magic 2013 (Common),"['2', 'Black', 'Black']",4,Creature — Shade (1/1),"When Liliana's Shade enters the battlefield, you may search your library for a Swamp card, reveal it, put it into your hand, then shuffle.
: Liliana's Shade gets +1/+1 until end of turn."
814,Magmaquake,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276205&type=card,Magic 2013 (Rare),"['Variable Colorless', 'Red', 'Red']",2,Instant,Magmaquake deals X damage to each creature without flying and each planeswalker.
815,Mark of Mutiny,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=282537&type=card,Magic 2013 (Uncommon),"['2', 'Red']",3,Sorcery,Gain control of target creature until end of turn. Put a +1/+1 counter on it and untap it. That creature gains haste until end of turn. (It can attack and this turn.)
816,Mark of the Vampire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253723&type=card,Magic 2013 (Common),"['3', 'Black']",4,Enchantment — Aura,"Enchant creature
Enchanted creature gets +2/+2 and has lifelink."
817,Master of the Pearl Trident,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279901&type=card,Magic 2013 (Rare),"['Blue', 'Blue']",2,Creature — Merfolk (2/2),Other Merfolk creatures you control get +1/+1 and have islandwalk. (They can't be blocked as long as defending player controls an Island.)
818,Merfolk of the Pearl Trident,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278211&type=card,Magic 2013 (Common),['Blue'],1,Creature — Merfolk (1/1),
819,Mind Rot,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260980&type=card,Magic 2013 (Common),"['2', 'Black']",3,Sorcery,Target player discards two cards.
820,Mind Sculpt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=266487&type=card,Magic 2013 (Common),"['1', 'Blue']",2,Sorcery,Target opponent mills seven cards.
821,Mindclaw Shaman,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249715&type=card,Magic 2013 (Uncommon),"['4', 'Red']",5,Creature — Viashino Shaman (2/2),"When Mindclaw Shaman enters the battlefield, target opponent reveals their hand. You may cast an instant or sorcery spell from among those cards without paying its mana cost."
822,Mogg Flunkies,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249706&type=card,Magic 2013 (Common),"['1', 'Red']",2,Creature — Goblin (3/3),Mogg Flunkies can't attack or block alone.
823,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249729&type=card,Magic 2013 (Land),"['1', 'Red']",0,Basic Land — Mountain,
824,Murder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259677&type=card,Magic 2013 (Common),"['1', 'Black', 'Black']",3,Instant,Destroy target creature.
825,Mutilate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265134&type=card,Magic 2013 (Rare),"['2', 'Black', 'Black']",4,Sorcery,All creatures get -1/-1 until end of turn for each Swamp you control.
826,Mwonvuli Beast Tracker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249699&type=card,Magic 2013 (Uncommon),"['1', 'Green', 'Green']",3,Creature — Human Scout (2/1),"When Mwonvuli Beast Tracker enters the battlefield, search your library for a creature card with deathtouch, hexproof, reach, or trample and reveal it. Shuffle and put that card on top."
827,Naturalize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253672&type=card,Magic 2013 (Common),"['1', 'Green']",2,Instant,Destroy target artifact or enchantment.
828,"Nefarox, Overlord of Grixis",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259679&type=card,Magic 2013 (Rare),"['4', 'Black', 'Black']",6,Legendary Creature — Demon (5/5),"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever Nefarox, Overlord of Grixis attacks alone, defending player sacrifices a creature."
829,Negate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254114&type=card,Magic 2013 (Common),"['1', 'Blue']",2,Instant,Counter target noncreature spell.
830,"Nicol Bolas, Planeswalker",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260991&type=card,Magic 2013 (Mythic Rare),"['4', 'Blue', 'Black', 'Black', 'Red']",8,Legendary Planeswalker — Bolas (5),"+3: Destroy target noncreature permanent.
−2: Gain control of target creature.
−9: Nicol Bolas, Planeswalker deals 7 damage to target player or planeswalker. That player or that planeswalker's controller discards seven cards, then sacrifices seven permanents."
831,Oblivion Ring,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259711&type=card,Magic 2013 (Uncommon),"['2', 'White']",3,Enchantment,"When Oblivion Ring enters the battlefield, exile another target nonland permanent.
When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its owner's control."
832,"Odric, Master Tactician",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259670&type=card,Magic 2013 (Rare),"['2', 'White', 'White']",4,Legendary Creature — Human Soldier (3/4),"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Odric, Master Tactician and at least three other creatures attack, you choose which creatures block this combat and how those creatures block."
833,Omniscience,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288937&type=card,Magic 2013 (Mythic Rare),"['7', 'Blue', 'Blue', 'Blue']",10,Enchantment,You may cast spells from your hand without paying their mana costs.
834,Pacifism,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259712&type=card,Magic 2013 (Common),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block."
835,Phylactery Lich,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=271386&type=card,Magic 2013 (Rare),"['Black', 'Black', 'Black']",3,Creature — Zombie (5/5),"Indestructible
As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control.
When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich."
836,Phyrexian Hulk,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279990&type=card,Magic 2013 (Uncommon),['6'],6,Artifact Creature — Phyrexian Golem (5/4),
837,Pillarfield Ox,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279700&type=card,Magic 2013 (Common),"['3', 'White']",4,Creature — Ox (2/4),
838,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249733&type=card,Magic 2013 (Land),"['3', 'White']",0,Basic Land — Plains,
839,Planar Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275269&type=card,Magic 2013 (Rare),"['3', 'White', 'White', 'White']",6,Sorcery,Destroy all nonland permanents.
840,Plummet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253675&type=card,Magic 2013 (Common),"['1', 'Green']",2,Instant,Destroy target creature with flying.
841,Predatory Rampage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249714&type=card,Magic 2013 (Rare),"['3', 'Green', 'Green']",5,Sorcery,Creatures you control get +3/+3 until end of turn. Each creature your opponents control blocks this turn if able.
842,Prey Upon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=271366&type=card,Magic 2013 (Common),['Green'],1,Sorcery,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.)
843,Primal Clay,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=268530&type=card,Magic 2013 (Uncommon),['4'],4,Artifact Creature — Shapeshifter (*/*),"As Primal Clay enters the battlefield, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. (A creature with defender can't attack.)"
844,Primal Huntbeast,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249677&type=card,Magic 2013 (Common),"['3', 'Green']",4,Creature — Beast (3/3),Hexproof (This creature can't be the target of spells or abilities your opponents control.)
845,Primordial Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253670&type=card,Magic 2013 (Mythic Rare),"['Variable Colorless', 'Green', 'Green']",2,Creature — Hydra (0/0),"Primordial Hydra enters the battlefield with X +1/+1 counters on it.
At the beginning of your upkeep, double the number of +1/+1 counters on Primordial Hydra.
Primordial Hydra has trample as long as it has ten or more +1/+1 counters on it."
846,Prized Elephant,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253719&type=card,Magic 2013 (Uncommon),"['3', 'White']",4,Creature — Elephant (3/3),"Prized Elephant gets +1/+1 as long as you control a Forest.
: Prized Elephant gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.)"
847,Public Execution,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253738&type=card,Magic 2013 (Uncommon),"['5', 'Black']",6,Instant,Destroy target creature an opponent controls. Each other creature that player controls gets -2/-0 until end of turn.
848,Quirion Dryad,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288764&type=card,Magic 2013 (Rare),"['1', 'Green']",2,Creature — Dryad (1/1),"Whenever you cast a spell that's white, blue, black, or red, put a +1/+1 counter on Quirion Dryad."
849,Rain of Blades,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279986&type=card,Magic 2013 (Uncommon),['White'],1,Instant,Rain of Blades deals 1 damage to each attacking creature.
850,Rancor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253686&type=card,Magic 2013 (Uncommon),['Green'],1,Enchantment — Aura,"Enchant creature
Enchanted creature gets +2/+0 and has trample.
When Rancor is put into a graveyard from the battlefield, return Rancor to its owner's hand."
851,Ranger's Path,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275699&type=card,Magic 2013 (Common),"['3', 'Green']",4,Sorcery,"Search your library for up to two Forest cards, put them onto the battlefield tapped, then shuffle."
852,Ravenous Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279715&type=card,Magic 2013 (Common),"['1', 'Black']",2,Creature — Rat (1/1),"When Ravenous Rats enters the battlefield, target opponent discards a card."
853,Reckless Brute,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253715&type=card,Magic 2013 (Common),"['2', 'Red']",3,Creature — Ogre Warrior (3/1),"Haste (This creature can attack and as soon as it comes under your control.)
Reckless Brute attacks each combat if able."
