,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
1622,Omniscience,Magic 2013 ,Mythic Rare),10,['7'," 'Blue', 'Blue', 'Blue']",Enchantment,,,,You may cast spells from your hand without paying their mana costs.,25.95,21.13,46.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288937&type=card
1461,Onyx Mage,Magic 2012 ,Uncommon),2,['1', 'Black'],Creature , Human Wizard , Human Wizard (2,1),: Target creature you control gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.),0.25,0.16,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220072&type=card
727,Open the Vaults,Magic 2010 ,Rare),6,['4'," 'White', 'White']",Sorcery,,,,Return all artifact and enchantment cards from all graveyards to the battlefield under their owners' control. (Auras with nothing to enchant remain in graveyards.),2.25,2.41,10.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193877&type=card
1260,Overwhelming Stampede,Magic 2011 ,Rare),5,['3'," 'Green', 'Green']",Sorcery,,,,"Until end of turn, creatures you control gain trample and get +X/+X, where X is the greatest power among creatures you control.",0.44,0.30,6.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205003&type=card
756,Panic Attack,Magic 2010 ,Common),3,['2', 'Red'],Sorcery,,,,Up to three target creatures can't block this turn.,0.20,0.04,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191081&type=card
1462,Pentavus,Magic 2012 ,Rare),7,['7'],,Artifact Creature , Construct , Construct (0,0),"Pentavus enters the battlefield with five +1/+1 counters on it.
, Remove a +1/+1 counter from Pentavus: Create a 1/1 colorless Pentavite artifact creature token with flying.
, Sacrifice a Pentavite: Put a +1/+1 counter on Pentavus.",0.17,0.06,0.81,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244251&type=card
1463,Peregrine Griffin,Magic 2012 ,Common),5,['4', 'White'],Creature , Griffin , Griffin (2,4),"Flying
First strike (This creature deals combat damage before creatures without first strike.)",0.20,0.03,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238327&type=card
1464,Personal Sanctuary,Magic 2012 ,Rare),3,['2', 'White'],Enchantment,,,,"During your turn, prevent all damage that would be dealt to you.",0.20,0.03,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220235&type=card
1465,Phantasmal Bear,Magic 2012 ,Common),1,['Blue'],,Creature , Bear Illusion , Bear Illusion (2,2),"When Phantasmal Bear becomes the target of a spell or ability, sacrifice it.",0.44,0.27,0.94,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220251&type=card
1466,Phantasmal Dragon,Magic 2012 ,Uncommon),4,['2'," 'Blue', 'Blue']",Creature , Dragon Illusion , Dragon Illusion (5,5),"Flying
When Phantasmal Dragon becomes the target of a spell or ability, sacrifice it.",0.25,0.14,0.84,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220068&type=card
1467,Phantasmal Image,Magic 2012 ,Rare),2,['1', 'Blue'],Creature , Illusion , Illusion (0,0),"You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""",17.90,15.96,63.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220099&type=card
1261,Phantom Beast,Magic 2011 ,Common),4,['3', 'Blue'],Creature , Illusion Beast , Illusion Beast (4,5),"When Phantom Beast becomes the target of a spell or ability, sacrifice it.",0.20,0.18,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205017&type=card
757,Phantom Warrior,Magic 2010 ,Uncommon),3,['1'," 'Blue', 'Blue']",Creature , Illusion Warrior , Illusion Warrior (2,2),Phantom Warrior can't be blocked.,0.19,0.04,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189892&type=card
1623,Phyrexian Hulk,Magic 2013 ,Uncommon),6,['6'],,Artifact Creature , Phyrexian Golem , Phyrexian Golem (5,4),,0.23,0.10,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279990&type=card
1624,Pillarfield Ox,Magic 2013 ,Common),4,['3', 'White'],Creature , Ox , Ox (2,4),,0.20,0.02,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279700&type=card
758,Pithing Needle,Magic 2010 ,Rare),1,['1'],,Artifact,,,,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",0.23,0.07,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191592&type=card
783,Polymorph,Magic 2010 ,Rare),4,['3', 'Blue'],Sorcery,,,,"Destroy target creature. It can't be regenerated. Its controller reveals cards from the top of their library until they reveal a creature card. The player puts that card onto the battlefield, then shuffles all other cards revealed this way into their library.",12.77,10.54,29.97,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191380&type=card
1625,Predatory Rampage,Magic 2013 ,Rare),5,['3'," 'Green', 'Green']",Sorcery,,,,Creatures you control get +3/+3 until end of turn. Each creature your opponents control blocks this turn if able.,0.16,0.02,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249714&type=card
1275,Preordain,Magic 2011 ,Common),1,['Blue'],,Sorcery,,,,"Scry 2, then draw a card. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",0.16,0.02,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205019&type=card
1626,Prey Upon,Magic 2013 ,Common),1,['Green'],,Sorcery,,,,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),0.35,0.27,0.66,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=271366&type=card
1468,Pride Guardian,Magic 2012 ,Common),1,['White'],,Creature , Cat Monk , Cat Monk (0,3),"Defender
Whenever Pride Guardian blocks, you gain 3 life.",0.20,0.03,0.43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220073&type=card
1627,Primal Clay,Magic 2013 ,Uncommon),4,['4'],,Artifact Creature , Shapeshifter , Shapeshifter (*,*),"As Primal Clay enters the battlefield, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. (A creature with defender can't attack.)",0.20,0.08,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=268530&type=card
1276,Primal Cocoon,Magic 2011 ,Common),1,['Green'],,Enchantment , Aura, Aura,,"Enchant creature
At the beginning of your upkeep, put a +1/+1 counter on enchanted creature.
When enchanted creature attacks or blocks, sacrifice Primal Cocoon.",1.49,0.93,58.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204995&type=card
1628,Primal Huntbeast,Magic 2013 ,Common),4,['3', 'Green'],Creature , Beast , Beast (3,3),Hexproof (This creature can't be the target of spells or abilities your opponents control.),0.20,0.08,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249677&type=card
1629,Prized Elephant,Magic 2013 ,Uncommon),4,['3', 'White'],Creature , Elephant , Elephant (3,3),"Prized Elephant gets +1/+1 as long as you control a Forest.
: Prized Elephant gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.)",19.77,18.97,52.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253719&type=card
1630,Public Execution,Magic 2013 ,Uncommon),6,['5', 'Black'],Instant,,,,Destroy target creature an opponent controls. Each other creature that player controls gets -2/-0 until end of turn.,0.25,0.12,0.37,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253738&type=card
1281,Pyretic Ritual,Magic 2011 ,Common),2,['1', 'Red'],Instant,,,,Add .,5.00,6.23,9.41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205067&type=card
1282,Quag Sickness,Magic 2011 ,Common),3,['2', 'Black'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets -1/-1 for each Swamp you control.",0.41,0.25,3.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205028&type=card
1473,Quicksilver Amulet,Magic 2012 ,Rare),4,['4'],,Artifact,,,,", : You may put a creature card from your hand onto the battlefield.",19.77,18.97,52.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=237006&type=card
1631,Quirion Dryad,Magic 2013 ,Rare),2,['1', 'Green'],Creature , Dryad , Dryad (1,1),"Whenever you cast a spell that's white, blue, black, or red, put a +1/+1 counter on Quirion Dryad.",0.25,0.06,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288764&type=card
804,Raging Goblin,Magic 2010 ,Common),1,['Red'],,Creature , Goblin Berserker , Goblin Berserker (1,1),Haste (This creature can attack and as soon as it comes under your control.),0.41,0.25,3.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191056&type=card
1632,Rain of Blades,Magic 2013 ,Uncommon),1,['White'],,Instant,,,,Rain of Blades deals 1 damage to each attacking creature.,0.24,0.09,0.46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279986&type=card
1633,Rancor,Magic 2013 ,Uncommon),1,['Green'],,Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +2/+0 and has trample.
When Rancor is put into a graveyard from the battlefield, return Rancor to its owner's hand.",1.11,0.85,2.31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253686&type=card
1634,Ranger's Path,Magic 2013 ,Common),4,['3', 'Green'],Sorcery,,,,"Search your library for up to two Forest cards, put them onto the battlefield tapped, then shuffle.",0.26,0.21,2.09,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275699&type=card
1635,Ravenous Rats,Magic 2013 ,Common),2,['1', 'Black'],Creature , Rat , Rat (1,1),"When Ravenous Rats enters the battlefield, target opponent discards a card.",0.23,0.10,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279715&type=card
809,Razorfoot Griffin,Magic 2010 ,Common),4,['3', 'White'],Creature , Griffin , Griffin (2,2),"Flying (This creature can't be blocked except by creatures with flying or reach.)
First strike (This creature deals combat damage before creatures without first strike.)",0.91,0.63,4.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189891&type=card
1636,Reckless Brute,Magic 2013 ,Common),3,['2', 'Red'],Creature , Ogre Warrior , Ogre Warrior (3,1),"Haste (This creature can attack and as soon as it comes under your control.)
Reckless Brute attacks each combat if able.",0.23,0.10,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253715&type=card
1474,Reclaim,Magic 2012 ,Common),1,['Green'],,Instant,,,,Put target card from your graveyard on top of your library.,0.77,0.76,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226903&type=card
810,Regenerate,Magic 2010 ,Common),2,['1', 'Green'],Instant,,,,"Regenerate target creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",0.19,0.08,29.46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193739&type=card
1637,Reliquary Tower,Magic 2013 ,Uncommon),0,['Blue', 'Blue'],Land,,,,"You have no maximum hand size.
: Add .",2.40,1.84,4.11,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288876&type=card
1638,Revive,Magic 2013 ,Uncommon),2,['1', 'Green'],Sorcery,,,,Return target green card from your graveyard to your hand.,4.89,4.51,6.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276223&type=card
1639,Rewind,Magic 2013 ,Uncommon),4,['2'," 'Blue', 'Blue']",Instant,,,,Counter target spell. Untap up to four lands.,0.25,0.16,0.46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280222&type=card
1640,Rhox Faithmender,Magic 2013 ,Rare),4,['3', 'White'],Creature , Rhino Monk , Rhino Monk (1,5),"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
If you would gain life, you gain twice that much life instead.",0.35,0.20,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279987&type=card
815,Rhox Pikemaster,Magic 2010 ,Uncommon),4,['2'," 'White', 'White']",Creature , Rhino Soldier , Rhino Soldier (3,3),"First strike (This creature deals combat damage before creatures without first strike.)
Other Soldier creatures you control have first strike.",2.22,2.33,3.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190576&type=card
816,Righteousness,Magic 2010 ,Uncommon),1,['White'],,Instant,,,,Target blocking creature gets +7/+7 until end of turn.,0.25,0.14,0.63,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191341&type=card
1641,Ring of Evos Isle,Magic 2013 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,": Equipped creature gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's blue.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",4.66,4.94,8.23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253690&type=card
1642,Ring of Kalonia,Magic 2013 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,"Equipped creature has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's green.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.29,0.26,0.79,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259699&type=card
1643,Ring of Thune,Magic 2013 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,"Equipped creature has vigilance. (Attacking doesn't cause it to tap.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's white.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.32,0.15,1.74,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253696&type=card
1644,Ring of Valkas,Magic 2013 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,"Equipped creature has haste. (It can attack and no matter when it came under your control.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's red.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.26,0.19,4.14,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259689&type=card
1645,Ring of Xathrid,Magic 2013 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,": Regenerate equipped creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)
At the beginning of your upkeep, put a +1/+1 counter on equipped creature if it's black.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.54,0.46,3.85,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259692&type=card
1475,Rites of Flourishing,Magic 2012 ,Rare),3,['2', 'Green'],Enchantment,,,,"At the beginning of each player's draw step, that player draws an additional card.
Each player may play an additional land on each of their turns.",1.04,1.02,6.95,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=235188&type=card
1646,Roaring Primadox,Magic 2013 ,Uncommon),4,['3', 'Green'],Creature , Beast , Beast (4,4),"At the beginning of your upkeep, return a creature you control to its owner's hand.",0.23,0.07,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249687&type=card
826,Rod of Ruin,Magic 2010 ,Uncommon),4,['4'],,Artifact,,,,", : Rod of Ruin deals 1 damage to any target.",0.23,0.07,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191339&type=card
1309,Rotting Legion,Magic 2011 ,Common),5,['4', 'Black'],Creature , Zombie , Zombie (4,5),Rotting Legion enters the battlefield tapped.,0.19,0.06,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205047&type=card
1647,Rummaging Goblin,Magic 2013 ,Common),3,['2', 'Red'],Creature , Goblin Rogue , Goblin Rogue (1,1),", Discard a card: Draw a card.",0.20,0.06,0.32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249705&type=card
1476,Rune-Scarred Demon,Magic 2012 ,Rare),7,['5'," 'Black', 'Black']",Creature , Demon , Demon (6,6),"Flying
When Rune-Scarred Demon enters the battlefield, search your library for a card, put it into your hand, then shuffle.",0.21,0.09,0.31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220130&type=card
1477,Rusted Sentinel,Magic 2012 ,Uncommon),4,['4'],,Artifact Creature , Golem , Golem (3,4),Rusted Sentinel enters the battlefield tapped.,0.23,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220241&type=card
870,Sage Owl,Magic 2010 ,Common),2,['1', 'Blue'],Creature , Bird , Bird (1,1),"Flying
When Sage Owl enters the battlefield, look at the top four cards of your library, then put them back in any order.",0.24,0.13,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190188&type=card
1648,Sands of Delirium,Magic 2013 ,Rare),3,['3'],,Artifact,,,,", : Target player mills X cards.",0.20,0.09,0.32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265133&type=card
871,Sanguine Bond,Magic 2010 ,Rare),5,['3'," 'Black', 'Black']",Enchantment,,,,"Whenever you gain life, target opponent loses that much life.",3.33,3.81,9.03,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190190&type=card
1478,Scepter of Empires,Magic 2012 ,Uncommon),3,['3'],,Artifact,,,,: Scepter of Empires deals 1 damage to target player or planeswalker. It deals 3 damage instead if you control artifacts named Crown of Empires and Throne of Empires.,0.23,0.11,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220209&type=card
1479,Scrambleverse,Magic 2012 ,Rare),8,['6'," 'Red', 'Red']",Sorcery,,,,"For each nonland permanent, choose a player at random. Then each player gains control of each permanent for which they were chosen. Untap those permanents.",0.29,0.22,0.86,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220300&type=card
1649,Searing Spear,Magic 2013 ,Common),2,['1', 'Red'],Instant,,,,Searing Spear deals 3 damage to any target.,0.20,0.10,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249684&type=card
872,Seismic Strike,Magic 2010 ,Common),3,['2', 'Red'],Instant,,,,Seismic Strike deals damage to target creature equal to the number of Mountains you control.,3.33,3.81,9.03,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191095&type=card
1480,Sengir Vampire,Magic 2012 ,Uncommon),5,['3'," 'Black', 'Black']",Creature , Vampire , Vampire (4,4),"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.",0.51,0.48,1.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244253&type=card
1650,Sentinel Spider,Magic 2013 ,Common),5,['3'," 'Green', 'Green']",Creature , Spider , Spider (4,4),"Vigilance, reach",0.20,0.10,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249681&type=card
873,Serpent of the Endless Sea,Magic 2010 ,Common),5,['4', 'Blue'],Creature , Serpent , Serpent (*,*),"Serpent of the Endless Sea's power and toughness are each equal to the number of Islands you control.
Serpent of the Endless Sea can't attack unless defending player controls an Island.",0.24,0.16,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190169&type=card
1651,Serpent's Gift,Magic 2013 ,Common),3,['2', 'Green'],Instant,,,,Target creature gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.),0.20,0.06,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249666&type=card
1318,Serra Ascendant,Magic 2011 ,Rare),1,['White'],,Creature , Human Monk , Human Monk (1,1),"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
As long as you have 30 or more life, Serra Ascendant gets +5/+5 and has flying.",22.24,22.23,59.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204989&type=card
1652,Serra Avatar,Magic 2013 ,Mythic Rare),7,['4'," 'White', 'White', 'White']",Creature , Avatar , Avatar (*,*),"Serra Avatar's power and toughness are each equal to your life total.
When Serra Avatar is put into a graveyard from anywhere, shuffle it into its owner's library.",0.30,0.32,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259706&type=card
1653,Serra Avenger,Magic 2013 ,Rare),2,['White', 'White'],Creature , Angel , Angel (3,3),"You can't cast this spell during your first, second, or third turns of the game.
Flying, vigilance",0.92,0.78,2.60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=288762&type=card
1654,Servant of Nefarox,Magic 2013 ,Common),3,['2', 'Black'],Creature , Human Cleric , Human Cleric (3,1),"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",1.24,1.18,4.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265714&type=card
890,Shatter,Magic 2010 ,Common),2,['1', 'Red'],Instant,,,,Destroy target artifact.,0.30,0.32,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191086&type=card
1655,Shimian Specter,Magic 2013 ,Rare),4,['2'," 'Black', 'Black']",Creature , Specter , Specter (2,2),"Flying
Whenever Shimian Specter deals combat damage to a player, that player reveals their hand. You choose a nonland card from it. Search that player's graveyard, hand, and library for all cards with the same name as that card and exile them. Then that player shuffles.",0.35,0.16,0.68,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278072&type=card
1319,Shiv's Embrace,Magic 2011 ,Uncommon),4,['2'," 'Red', 'Red']",Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +2/+2 and has flying.
: Enchanted creature gets +1/+0 until end of turn.",0.24,0.06,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208002&type=card
891,Shivan Dragon,Magic 2010 ,Rare),6,['4'," 'Red', 'Red']",Creature , Dragon , Dragon (5,5),"Flying (This creature can't be blocked except by creatures with flying or reach.)
: Shivan Dragon gets +1/+0 until end of turn.",5.52,5.55,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191320&type=card
1481,Shock,Magic 2012 ,Common),1,['Red'],,Instant,,,,Shock deals 2 damage to any target.,0.30,0.32,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245184&type=card
1656,Show of Valor,Magic 2013 ,Common),2,['1', 'White'],Instant,,,,Target creature gets +2/+4 until end of turn.,0.35,0.16,0.68,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265727&type=card
901,Siege-Gang Commander,Magic 2010 ,Rare),5,['3'," 'Red', 'Red']",Creature , Goblin , Goblin (2,2),"When Siege-Gang Commander enters the battlefield, create three 1/1 red Goblin creature tokens.
, Sacrifice a Goblin: Siege-Gang Commander deals 2 damage to any target.",0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193751&type=card
1657,Silklash Spider,Magic 2013 ,Rare),5,['3'," 'Green', 'Green']",Creature , Spider , Spider (2,7),"Reach
: Silklash Spider deals X damage to each creature with flying.",0.29,0.24,3.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=292718&type=card
1482,Skinshifter,Magic 2012 ,Rare),2,['1', 'Green'],Creature , Human Shaman , Human Shaman (1,1),": Choose one. Activate only once each turn.
• Until end of turn, Skinshifter becomes a Rhino with base power and toughness 4/4 and gains trample.
• Until end of turn, Skinshifter becomes a Bird with base power and toughness 2/2 and gains flying.
• Until end of turn, Skinshifter becomes a Plant with base power and toughness 0/8.",0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220151&type=card
1483,Skywinder Drake,Magic 2012 ,Common),3,['2', 'Blue'],Creature , Drake , Drake (3,1),"Flying
Skywinder Drake can block only creatures with flying.",0.57,0.50,1.91,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220153&type=card
1484,Slaughter Cry,Magic 2012 ,Common),3,['2', 'Red'],Instant,,,,Target creature gets +3/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),0.20,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230762&type=card
1658,Slumbering Dragon,Magic 2013 ,Rare),1,['Red'],,Creature , Dragon , Dragon (3,3),"Flying
Slumbering Dragon can't attack or block unless it has five or more +1/+1 counters on it.
Whenever a creature attacks you or a planeswalker you control, put a +1/+1 counter on Slumbering Dragon.",3.00,2.77,5.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253693&type=card
1485,Smallpox,Magic 2012 ,Uncommon),2,['Black', 'Black'],Sorcery,,,,"Each player loses 1 life, discards a card, sacrifices a creature, then sacrifices a land.",0.44,0.25,4.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=237010&type=card
1659,Smelt,Magic 2013 ,Common),1,['Red'],,Instant,,,,Destroy target artifact.,3.00,2.77,5.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249691&type=card
933,Snapping Drake,Magic 2010 ,Common),4,['3', 'Blue'],Creature , Drake , Drake (3,2),Flying (This creature can't be blocked except by creatures with flying or reach.),0.17,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190163&type=card
1486,Solemn Simulacrum,Magic 2012 ,Rare),4,['4'],,Artifact Creature , Golem , Golem (2,2),"When Solemn Simulacrum enters the battlefield, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
When Solemn Simulacrum dies, you may draw a card.",1.66,1.63,2.14,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236907&type=card
1320,Sorcerer's Strongbox,Magic 2011 ,Uncommon),4,['4'],,Artifact,,,,", : Flip a coin. If you win the flip, sacrifice Sorcerer's Strongbox and draw three cards.",0.20,0.04,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205069&type=card
1487,Sorin Markov,Magic 2012 ,Mythic Rare),6,['3'," 'Black', 'Black', 'Black']",Legendary Planeswalker , Sorin , Sorin (4),,"+2: Sorin Markov deals 2 damage to any target and you gain 2 life.
−3: Target opponent's life total becomes 10.
−7: You control target player during that player's next turn.",1.66,1.63,2.14,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238330&type=card
1488,Sorin's Thirst,Magic 2012 ,Common),2,['Black', 'Black'],Instant,,,,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,13.53,10.77,31.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241994&type=card
1489,Sorin's Vengeance,Magic 2012 ,Rare),7,['4'," 'Black', 'Black', 'Black']",Sorcery,,,,Sorin's Vengeance deals 10 damage to target player or planeswalker and you gain 10 life.,0.99,0.88,2.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234436&type=card
938,Soul Bleed,Magic 2010 ,Common),3,['2', 'Black'],Enchantment , Aura, Aura,,"Enchant creature
At the beginning of the upkeep of enchanted creature's controller, that player loses 1 life.",0.20,0.04,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190557&type=card
939,Soul Warden,Magic 2010 ,Common),1,['White'],,Creature , Human Cleric , Human Cleric (1,1),"Whenever another creature enters the battlefield, you gain 1 life.",0.20,0.04,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190571&type=card
940,Sparkmage Apprentice,Magic 2010 ,Common),2,['1', 'Red'],Creature , Human Wizard , Human Wizard (1,1),"When Sparkmage Apprentice enters the battlefield, it deals 1 damage to any target.",0.85,0.87,6.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191053&type=card
941,Spellbook,Magic 2010 ,Uncommon),0,['0'],,Artifact,,,,You have no maximum hand size.,2.30,2.34,6.60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191338&type=card
1660,Spelltwine,Magic 2013 ,Rare),6,['5', 'Blue'],Sorcery,,,,Exile target instant or sorcery card from your graveyard and target instant or sorcery card from an opponent's graveyard. Copy those cards. Cast the copies if able without paying their mana costs. Exile Spelltwine.,0.25,0.09,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280223&type=card
