,Unnamed: 0_x,card name,mana cost,converted mana cost,type,abilities-1,abilities-2,flavour text-1,flavour text-2,power/toughness,rarity,expansion,card no,artist,img url,Unnamed: 0_y,avg price ($),market price ($),foil avg ($),foil price ($)
717,717,Tezzeret's Simulacrum,['3'],3,Artifact Creature — Golem,": Target opponent loses 1 life. If you control a Tezzeret planeswalker, that player loses 3 life instead.", ,Tezzeret's command of living metal has nothing to do with intricate gearcraft or aether supplies., ,2 / 3,"Rarity:
Uncommon",Aether Revolt,193,Craig J Spearing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425700&type=card,2835.0,0.26,0.16,,
718,718,Tezzeret's Touch,"['1', 'Blue', 'Black']",3,Enchantment — Aura,Enchant artifact, , , , ,"Rarity:
Uncommon",Aether Revolt,138,Chris Rallis,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423805&type=card,2836.0,0.25,0.1,0.54,0.42
719,719,Thopter Arrest,"['2', 'White']",3,Enchantment,"When Thopter Arrest enters the battlefield, exile target artifact or creature an opponent controls until Thopter Arrest leaves the battlefield.", ,"The Consulate's eyes—unblinking, unsleeping—are everywhere.", , ,"Rarity:
Uncommon",Aether Revolt,25,Kieran Yanner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423692&type=card,2838.0,0.25,0.1,0.5,0.23
720,720,Tranquil Expanse,[],3,Land,Tranquil Expanse enters the battlefield tapped., ,Beyond the chaos of Ghirapur lies a vibrant world where aether flows through nature., , ,"Rarity:
Common",Aether Revolt,189,Sam Burley,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425696&type=card,2839.0,0.25,0.18,,
721,721,Treasure Keeper,['4'],4,Artifact Creature — Construct,"When Treasure Keeper dies, reveal cards from the top of your library until you reveal a nonland card with mana value 3 or less. You may cast that card without paying its mana cost. Put all revealed cards not cast this way on the bottom of your library in a random order.", , , ,3 / 3,"Rarity:
Uncommon",Aether Revolt,177,James Paick,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423844&type=card,2840.0,0.25,0.09,0.55,0.36
722,722,Trophy Mage,"['2', 'Blue']",3,Creature — Human Wizard,"When Trophy Mage enters the battlefield, you may search your library for an artifact card with mana value 3, reveal it, put it into your hand, then shuffle.", ,"""The tools of the past will help us forge the future.""", ,2 / 2,"Rarity:
Uncommon",Aether Revolt,48,Anna Steinbauer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423715&type=card,2841.0,0.40,0.32,1.74,2.33
723,723,Unbridled Growth,['Green'],1,Enchantment — Aura,Enchant land, ,"""If the Consulate has abandoned restraint, so too shall the wilds.""", , ,"Rarity:
Common",Aether Revolt,126,Ryan Pancoast,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423793&type=card,2842.0,0.20,0.08,0.55,0.51
724,724,Universal Solvent,['1'],1,Artifact,", , Sacrifice Universal Solvent: Destroy target permanent.", ,"""A few drops of this, and the trickiest problems simply melt away.""", , ,"Rarity:
Common",Aether Revolt,178,Christopher Moeller,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423845&type=card,2843.0,0.19,0.05,0.33,0.19
725,725,Untethered Express,['4'],4,Artifact — Vehicle,Trample, ,Rules and rails are made to be broken., ,4 / 4,"Rarity:
Uncommon",Aether Revolt,179,James Ryman,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423846&type=card,2844.0,0.30,0.21,1.11,1.01
726,726,Vengeful Rebel,"['2', 'Black']",3,Creature — Aetherborn Warrior,"Revolt — When Vengeful Rebel enters the battlefield, if a permanent you controlled left the battlefield this turn, target creature an opponent controls gets -3/-3 until end of turn.", ,"Some aetherborn joined the rebellion for profit, others for the sake of their freedom, still others for revenge.", ,3 / 2,"Rarity:
Uncommon",Aether Revolt,73,Tomasz Jedruszek,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423740&type=card,2845.0,0.25,0.04,0.39,0.27
727,727,Verdant Automaton,['2'],2,Artifact Creature — Construct,: Put a +1/+1 counter on Verdant Automaton., ,"""A perfect fusion of nature and artifice.""", ,1 / 2,"Rarity:
Common",Aether Revolt,180,Ryan Alexander Lee,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423847&type=card,2846.0,0.17,0.01,0.25,0.17
728,728,Walking Ballista,"['Variable Colorless', 'Variable Colorless']",0,Artifact Creature — Construct,Walking Ballista enters the battlefield with X +1/+1 counters on it., , , ,0 / 0,"Rarity:
Rare",Aether Revolt,181,Daniel Ljunggren,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423848&type=card,2847.0,17.95,16.16,28.99,25.4
729,729,Watchful Automaton,['3'],3,Artifact Creature — Construct,: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.), ,"""Before we can destroy our enemies, we must find them. We must peer into every wretched hovel and every teeming market.""", ,2 / 2,"Rarity:
Common",Aether Revolt,182,Eric Deschamps,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423849&type=card,2848.0,0.18,0.02,0.26,0.1
730,730,Welder Automaton,['2'],2,Artifact Creature — Construct,: Welder Automaton deals 1 damage to each opponent., ,Most of the constructs the renegades used against the Consulate weren't originally intended for combat. But some didn't require much modification., ,2 / 1,"Rarity:
Common",Aether Revolt,183,Victor Adame Minguez,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423850&type=card,2849.0,0.18,0.03,0.29,0.26
731,731,Weldfast Engineer,"['1', 'Black', 'Red']",3,Creature — Human Artificer,"At the beginning of combat on your turn, target artifact creature you control gets +2/+0 until end of turn.", ,"""Let's err on the side of glorious mayhem.""", ,3 / 3,"Rarity:
Uncommon",Aether Revolt,139,Sara Winters,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423806&type=card,2850.0,0.25,0.04,0.34,0.09
732,732,Whir of Invention,"['Variable Colorless', 'Blue', 'Blue', 'Blue']",3,Instant,Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for .), , , , ,"Rarity:
Rare",Aether Revolt,49,Christine Choi,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423716&type=card,2851.0,3.21,3.05,9.49,6.97
733,733,Winding Constrictor,"['Black', 'Green']",2,Creature — Snake,"If one or more counters would be put on an artifact or creature you control, that many plus one of each of those kinds of counters are put on that permanent instead.", , , ,2 / 3,"Rarity:
Uncommon",Aether Revolt,140,Izzy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423807&type=card,2853.0,0.50,0.36,3.11,3.56
734,734,Wind-Kin Raiders,"['4', 'Blue', 'Blue']",6,Creature — Human Artificer,Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for .), ,"Small aeronaut societies like the Wind-Kin had little to lose by siding with the renegades, and much to gain.", ,4 / 3,"Rarity:
Uncommon",Aether Revolt,50,Shreya Shetty,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423717&type=card,2852.0,0.25,0.04,0.26,0.15
735,735,Wrangle,"['1', 'Red']",2,Sorcery,Gain control of target creature with power 4 or less until end of turn. Untap that creature. It gains haste until end of turn., ,Gremlins are loyal to nothing but their next meal., , ,"Rarity:
Common",Aether Revolt,101,Jason Rainville,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423768&type=card,2854.0,0.25,0.14,0.34,0.22
736,736,"Yahenni, Undying Partisan","['2', 'Black']",3,Legendary Creature — Aetherborn Vampire,Haste, ,"""The time for subtlety is over, darling.""", ,2 / 2,"Rarity:
Rare",Aether Revolt,74,Lius Lasahido,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423741&type=card,2856.0,5.13,4.63,9.96,9.11
737,737,Yahenni's Expertise,"['2', 'Black', 'Black']",4,Sorcery,All creatures get -3/-3 until end of turn., ,"""The Consulate pushed me to my limit, darling, and this is the result.""", , ,"Rarity:
Rare",Aether Revolt,75,Daarken,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423742&type=card,2855.0,0.48,0.23,1.0,0.63
738,738,Anathemancer,"['1', 'Black', 'Red']",3,Creature — Zombie Wizard,"When Anathemancer enters the battlefield, it deals damage to target player equal to the number of nonbasic lands that player controls.", , , ,2 / 2,"Rarity:
Uncommon",Alara Reborn,33,Richard Whitters,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179538&type=card,3241.0,0.35,0.3,1.71,1.67
739,739,Architects of Will,"['2', 'Blue', 'Black']",4,Artifact Creature — Human Wizard,"When Architects of Will enters the battlefield, look at the top three cards of target player's library, then put them back in any order.", ,This secret society of mages manipulates the beliefs and opinions of others., ,3 / 3,"Rarity:
Common",Alara Reborn,17,Matt Stewart,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179597&type=card,3242.0,0.45,0.43,4.34,2.2
740,740,Ardent Plea,"['1', 'White', 'Blue']",3,Enchantment,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)", , , , ,"Rarity:
Uncommon",Alara Reborn,1,Chippy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185054&type=card,3243.0,5.47,5.42,20.0,9.58
741,741,Arsenal Thresher,"['2', 'White or Black', 'Blue']",4,Artifact Creature — Construct,"As Arsenal Thresher enters the battlefield, you may reveal any number of other artifact cards from your hand. Arsenal Thresher enters the battlefield with a +1/+1 counter on it for each card revealed this way.", , , ,2 / 2,"Rarity:
Common",Alara Reborn,131,Ralph Horsley,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189652&type=card,3244.0,0.25,0.08,0.29,0.2
742,742,Aven Mimeomancer,"['1', 'White', 'Blue']",3,Creature — Bird Wizard,Flying, ,"""If the skies are our only refuge, I will see all of us take wing.""", ,3 / 1,"Rarity:
Rare",Alara Reborn,2,Jesper Ejsing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180608&type=card,3245.0,0.67,0.64,1.6,1.28
743,743,Bant Sojourners,"['1', 'Green', 'White', 'Blue']",4,Creature — Human Soldier,"When you cycle Bant Sojourners or it dies, you may create a 1/1 white Soldier creature token.", ,"""We must spread Bant's light before we are shadowed over.""", ,2 / 4,"Rarity:
Common",Alara Reborn,125,John Avon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188963&type=card,3246.0,0.25,0.17,0.34,0.32
744,744,Bant Sureblade,"['Green or Blue', 'White']",2,Creature — Human Soldier,"As long as you control another multicolored permanent, Bant Sureblade gets +1/+1 and has first strike.", ,"Soldiers who fought through Grixis learned to hit first, recite the prayer of Asha later.", ,2 / 1,"Rarity:
Common",Alara Reborn,143,Michael Komarck,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188975&type=card,3247.0,0.25,0.2,0.5,1.27
745,745,Behemoth Sledge,"['1', 'Green', 'White']",3,Artifact — Equipment,Equipped creature gets +2/+2 and has trample and lifelink., ,Those who worship the great gargantuans could hardly be expected to fight with a subtle weapon., , ,"Rarity:
Uncommon",Alara Reborn,65,Steve Prescott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179545&type=card,3248.0,0.36,0.31,1.16,0.92
746,746,Bituminous Blast,"['3', 'Black', 'Red']",5,Instant,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)", , , , ,"Rarity:
Uncommon",Alara Reborn,34,Raymond Swanland,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185057&type=card,3250.0,0.29,0.15,0.75,0.42
747,747,Blitz Hellion,"['3', 'Red', 'Green']",5,Creature — Hellion,"Trample, haste", ,Alarans commemorated its appearances with new holidays bearing names like the Great Cataclysm and the Fall of Ilson Gate., ,7 / 7,"Rarity:
Rare",Alara Reborn,49,Anthony S. Waters,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179406&type=card,3251.0,0.40,0.27,0.76,
748,748,Bloodbraid Elf,"['2', 'Red', 'Green']",4,Creature — Elf Berserker,Haste, , , ,3 / 2,"Rarity:
Uncommon",Alara Reborn,50,Dominick Domingo,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185053&type=card,3252.0,2.31,2.15,9.57,10.35
749,749,Brainbite,"['2', 'Blue', 'Black']",4,Sorcery,Target opponent reveals their hand. You choose a card from it. That player discards that card., ,An Esper mage will leave a hole in your memory with surgical precision. A Grixis mage sees no reason to be so kind., , ,"Rarity:
Common",Alara Reborn,18,Mark Hyzer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179607&type=card,3253.0,0.20,0.16,0.32,0.21
750,750,Breath of Malfegor,"['3', 'Black', 'Red']",5,Instant,Breath of Malfegor deals 5 damage to each opponent., ,The blood of the demons quickened as their master rose over the battlefield. The blood of the angels also quickened: here was the chance to finally end the war started millennia ago., , ,"Rarity:
Common",Alara Reborn,35,Vance Kovacs,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=161291&type=card,3254.0,0.25,0.2,0.41,0.35
751,751,Captured Sunlight,"['2', 'Green', 'White']",4,Sorcery,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)", , , , ,"Rarity:
Common",Alara Reborn,66,Nils Hamm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185064&type=card,3255.0,0.23,0.11,0.39,0.35
752,752,Cerodon Yearling,"['Red', 'White']",2,Creature — Beast,"Vigilance, haste", ,"The unit of measurement used to chart a cerodon's growth is ""persons consumed.""", ,2 / 2,"Rarity:
Common",Alara Reborn,96,Christopher Moeller,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180604&type=card,3256.0,0.24,0.17,0.38,0.33
753,753,Cloven Casting,"['5', 'Blue', 'Red']",7,Enchantment,"Whenever you cast a multicolored instant or sorcery spell, you may pay . If you do, copy that spell. You may choose new targets for the copy.", ,"""Let us flee to the deep jungle. Our city is no longer safe—and I suspect neither is the fallback retreat.""", , ,"Rarity:
Rare",Alara Reborn,86,Vance Kovacs,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189653&type=card,3257.0,0.44,0.28,0.95,0.93
754,754,Colossal Might,"['Red', 'Green']",2,Instant,Target creature gets +4/+2 and gains trample until end of turn., ,"""Never corner a barbarian. You become the path of least resistance.""", , ,"Rarity:
Common",Alara Reborn,51,Justin Sweet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179624&type=card,3258.0,0.28,0.26,0.74,1.5
755,755,Crystallization,"['Green or Blue', 'White']",2,Enchantment — Aura,Enchant creature, , , , ,"Rarity:
Common",Alara Reborn,144,Zoltan Boros & Gabor Szikszai,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179621&type=card,3259.0,0.26,0.21,0.47,0.34
756,756,Dauntless Escort,"['1', 'Green', 'White']",3,Creature — Rhino Soldier,Sacrifice Dauntless Escort: Creatures you control gain indestructible until end of turn., ,"Elspeth's squires do not seek advancement. For them, no knightly glory could surpass the glory of serving their champion.", ,3 / 3,"Rarity:
Rare",Alara Reborn,67,Volkan Baga,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180614&type=card,3260.0,2.99,3.24,2.73,2.74
757,757,Deadshot Minotaur,"['3', 'Red', 'Green']",5,Creature — Minotaur,"When Deadshot Minotaur enters the battlefield, it deals 3 damage to target creature with flying.", ,"""May the earth rise up to meet you.""", ,3 / 4,"Rarity:
Common",Alara Reborn,52,Jason Chan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179543&type=card,3261.0,0.30,0.18,0.78,0.62
758,758,Deathbringer Thoctar,"['4', 'Black', 'Red']",6,Creature — Zombie Beast,"Whenever another creature dies, you may put a +1/+1 counter on Deathbringer Thoctar.", , , ,3 / 3,"Rarity:
Rare",Alara Reborn,36,Karl Kopinski,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180622&type=card,3262.0,0.92,1.06,1.28,2.54
759,759,Defiler of Souls,"['3', 'Black', 'Black', 'Red']",6,Creature — Demon,Flying, ,"""Stray not into sin, lest you face the doorman of an insatiable tomb.""", ,5 / 5,"Rarity:
Mythic Rare",Alara Reborn,37,Paul Bonner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189646&type=card,3263.0,2.00,2.14,4.61,6.53
760,760,Demonic Dread,"['1', 'Black', 'Red']",3,Sorcery,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)", , , , ,"Rarity:
Common",Alara Reborn,38,Thomas M. Baxa,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185062&type=card,3264.0,0.38,0.23,1.56,1.31
761,761,Demonspine Whip,"['Black', 'Red']",2,Artifact — Equipment,: Equipped creature gets +X/+0 until end of turn., ,Using a spine to break a slave's back appeals to the Grixis sense of irony., , ,"Rarity:
Uncommon",Alara Reborn,39,Mark Hyzer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180311&type=card,3265.0,0.25,0.15,0.48,0.5
762,762,Deny Reality,"['3', 'Blue', 'Black']",5,Sorcery,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)", , , , ,"Rarity:
Common",Alara Reborn,19,Jean-Sébastien Rossbach,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185045&type=card,3266.0,0.23,0.13,0.4,0.26
763,763,Double Negative,"['Blue', 'Blue', 'Red']",3,Instant,Counter up to two target spells., ,They feared each other for their differences but were absolutely terrified at their similarities., , ,"Rarity:
Uncommon",Alara Reborn,87,Parente,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179544&type=card,3267.0,0.27,0.23,0.82,0.81
764,764,Dragon Appeasement,"['3', 'Black', 'Red', 'Green']",6,Enchantment,Skip your draw step., ,"""Look there—they carry that one upon a sedan chair. It must be their leader. Wait . . . Oh! Perhaps not.""", , ,"Rarity:
Uncommon",Alara Reborn,115,Paul Bonner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180616&type=card,3268.0,0.25,0.12,0.44,0.33
765,765,Dragon Broodmother,"['2', 'Red', 'Red', 'Red', 'Green']",6,Creature — Dragon,Flying, , , ,4 / 4,"Rarity:
Mythic Rare",Alara Reborn,53,Jaime Jones,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189648&type=card,3269.0,10.30,9.63,40.98,39.97
766,766,Drastic Revelation,"['2', 'Blue', 'Black', 'Red']",5,Sorcery,"Discard your hand. Draw seven cards, then discard three cards at random.", ,"Every disaster holds mystery, for lack of a sane witness.", , ,"Rarity:
Uncommon",Alara Reborn,111,Trevor Claxton,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179587&type=card,3271.0,0.25,0.09,0.42,0.25
767,767,Enigma Sphinx,"['4', 'White', 'Blue', 'Black']",7,Artifact Creature — Sphinx,Flying, , , ,5 / 4,"Rarity:
Rare",Alara Reborn,106,Chris Rahn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180597&type=card,3272.0,0.49,0.31,2.54,3.16
768,768,Enlisted Wurm,"['4', 'Green', 'White']",6,Creature — Wurm,"Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)", ,A match for any army—even its own., ,5 / 5,"Rarity:
Uncommon",Alara Reborn,68,Steve Prescott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=185047&type=card,3273.0,0.27,0.2,0.74,0.56
769,769,Esper Sojourners,"['White', 'Blue', 'Black']",3,Artifact Creature — Vedalken Wizard,"When you cycle Esper Sojourners or it dies, you may tap or untap target permanent.", ,"The wilder the frontier, the greater the need for a controlling hand.", ,2 / 3,"Rarity:
Common",Alara Reborn,107,John Avon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188967&type=card,3274.0,0.24,0.08,0.35,0.25
770,770,Esper Stormblade,"['White or Black', 'Blue']",2,Artifact Creature — Vedalken Wizard,"As long as you control another multicolored permanent, Esper Stormblade gets +1/+1 and has flying.", ,Stormcallers came to appreciate the novelty of Jund's volcanic updrafts., ,2 / 1,"Rarity:
Common",Alara Reborn,132,Matt Stewart,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188968&type=card,3275.0,0.24,0.17,0.39,0.46
771,771,Ethercaste Knight,"['White', 'Blue']",2,Artifact Creature — Human Knight,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)", ,"""We coat ourselves in steel every day. What is etherium but the next logical step?""", ,1 / 3,"Rarity:
Common",Alara Reborn,3,Steven Belledin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179542&type=card,3276.0,0.25,0.15,0.42,0.3
772,772,Etherium Abomination,"['3', 'Blue', 'Black']",5,Artifact Creature — Horror,Unearth (: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.), ,It was given life by the etherium of a hundred slain Esperites., ,4 / 3,"Rarity:
Common",Alara Reborn,20,Mitch Cotie,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179573&type=card,3277.0,0.20,0.06,0.3,0.24
773,773,Ethersworn Shieldmage,"['1', 'White', 'Blue']",3,Artifact Creature — Vedalken Wizard,Flash, ,"""See, children of metal? Already your bodies are rejecting harm. Continue on our path, and perfection will be yours.""", ,2 / 2,"Rarity:
Common",Alara Reborn,4,Daarken,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179578&type=card,3278.0,0.25,0.1,0.37,0.35
774,774,Etherwrought Page,"['1', 'White', 'Blue', 'Black']",4,Artifact,"At the beginning of your upkeep, choose one —", ,"An unbound page is a riddle, free of cover and of context, a favorite token of the hegemon.", , ,"Rarity:
Uncommon",Alara Reborn,108,Howard Lyon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179618&type=card,3279.0,0.28,0.2,0.55,0.75
775,775,Fieldmist Borderpost,"['1', 'White', 'Blue']",3,Artifact,You may pay and return a basic land you control to its owner's hand rather than pay this spell's mana cost., , , , ,"Rarity:
Common",Alara Reborn,5,Michael Bruinsma,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=183005&type=card,3280.0,0.33,0.25,1.12,1.23
776,776,Fight to the Death,"['Red', 'White']",2,Instant,Destroy all blocking creatures and all blocked creatures., ,"When a battlefield falls silent, it's rarely due to a cease-fire.", , ,"Rarity:
Rare",Alara Reborn,97,Michael Komarck,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179562&type=card,3281.0,0.67,0.61,1.04,0.98
777,777,Filigree Angel,"['5', 'White', 'White', 'Blue']",8,Artifact Creature — Angel,Flying, ,"""I craved enlightenment, and Crucius's etherium opened my eyes. I would share my sight with you, but first you must believe.""", ,4 / 4,"Rarity:
Rare",Alara Reborn,6,Richard Whitters,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188965&type=card,3282.0,0.47,0.33,0.85,1.16
778,778,Finest Hour,"['2', 'Green', 'White', 'Blue']",5,Enchantment,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)", , , , ,"Rarity:
Rare",Alara Reborn,126,Michael Komarck,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180609&type=card,3283.0,1.00,0.93,4.27,5.47
779,779,Firewild Borderpost,"['1', 'Red', 'Green']",3,Artifact,You may pay and return a basic land you control to its owner's hand rather than pay this spell's mana cost., , , , ,"Rarity:
Common",Alara Reborn,54,Jean-Sébastien Rossbach,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188974&type=card,3284.0,0.35,0.25,0.75,0.96
780,780,Flurry of Wings,"['Green', 'White', 'Blue']",3,Instant,"Create X 1/1 white Bird Soldier creature tokens with flying, where X is the number of attacking creatures.", ,"""We are born soldiers. The call to battle is a homecoming.""", , ,"Rarity:
Uncommon",Alara Reborn,127,Matt Cavotta,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179605&type=card,3285.0,0.43,0.42,1.0,1.04
781,781,Giant Ambush Beetle,"['3', 'Black or Green', 'Red']",5,Creature — Insect,Haste, ,It waits with absolute stillness. One might think it a statue if it weren't occasionally seen chewing on its victims., ,4 / 3,"Rarity:
Uncommon",Alara Reborn,137,Carl Critchlow,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179598&type=card,3286.0,0.25,0.1,0.35,0.25
782,782,Glassdust Hulk,"['3', 'White', 'Blue']",5,Artifact Creature — Golem,"Whenever another artifact enters the battlefield under your control, Glassdust Hulk gets +1/+1 until end of turn and can't be blocked this turn.", , , ,3 / 4,"Rarity:
Common",Alara Reborn,7,Franz Vohwinkel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179576&type=card,3287.0,0.24,0.1,0.45,0.44
783,783,Glory of Warfare,"['2', 'Red', 'White']",4,Enchantment,"As long as it's your turn, creatures you control get +2/+0.", ,"""Their hopes dashed on our shields! Their victory slashed by our swords!""", , ,"Rarity:
Rare",Alara Reborn,98,Parente,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179611&type=card,3288.0,1.12,1.25,1.94,1.69
784,784,Gloryscale Viashino,"['1', 'Red', 'Green', 'White']",4,Creature — Viashino Soldier,"Whenever you cast a multicolored spell, Gloryscale Viashino gets +3/+3 until end of turn.", ,"""This is a new world and a new war. We need warriors who know chaos and how to combat it.""", ,3 / 3,"Rarity:
Uncommon",Alara Reborn,120,Volkan Baga,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189654&type=card,3289.0,0.25,0.14,0.46,0.31
785,785,Godtracker of Jund,"['1', 'Red', 'Green']",3,Creature — Elf Shaman,"Whenever a creature with power 5 or greater enters the battlefield under your control, you may put a +1/+1 counter on Godtracker of Jund.", ,"""The behemoths are content to graze like cattle, while dragons rage and conquer. I know which example I'll follow.""", ,2 / 2,"Rarity:
Common",Alara Reborn,55,Justin Sweet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=183994&type=card,3290.0,0.22,0.06,0.32,0.24
786,786,Gorger Wurm,"['3', 'Red', 'Green']",5,Creature — Wurm,"Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)", ,"In war-torn Alara, sometimes a wurm's gullet is the safest place to be.", ,5 / 5,"Rarity:
Common",Alara Reborn,56,Parente,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179561&type=card,3291.0,0.20,0.11,0.33,0.25
787,787,Grixis Grimblade,"['Blue or Red', 'Black']",2,Creature — Zombie Warrior,"As long as you control another multicolored permanent, Grixis Grimblade gets +1/+1 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy that creature.)", , , ,2 / 1,"Rarity:
Common",Alara Reborn,134,Trevor Claxton,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188976&type=card,3292.0,0.26,0.2,0.5,0.47
788,788,Grixis Sojourners,"['1', 'Blue', 'Black', 'Red']",4,Creature — Zombie Ogre,"When you cycle Grixis Sojourners or it dies, you may exile target card from a graveyard.", , , ,4 / 3,"Rarity:
Common",Alara Reborn,112,John Avon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188972&type=card,3293.0,0.23,0.07,0.32,0.16
789,789,Grizzled Leotau,"['Green', 'White']",2,Creature — Cat,"When you cycle Grixis Sojourners or it dies, you may exile target card from a graveyard.", ,"""There is no glory in a death of age, as even the leotau know. As winter steals into their coats, they seek the deadliest lands, that they may die as they lived.""", ,1 / 5,"Rarity:
Common",Alara Reborn,69,Lars Grant-West,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189647&type=card,3294.0,0.28,0.24,1.12,0.76
