,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
1106,Tahngarth's Glare,Apocalypse ,Common,1,['Red'],,Sorcery,,,,"Look at the top three cards of target opponent's library, then put them back in any order. That player looks at the top three cards of your library, then puts them back in any order.",0.50,0.40,26.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27156&type=card
7292,"Tahngarth, First Mate",Commander 2019 ,Rare,4,['2'," 'Red', 'Green']",Legendary Creature , Minotaur Warrior , Minotaur Warrior (5,5),"Tahngarth, First Mate can't be blocked by more than one creature.
Whenever an opponent attacks with one or more creatures, if Tahngarth is tapped, you may have that opponent gain control of Tahngarth until end of combat. If you do, choose a player or planeswalker that opponent is attacking. Tahngarth is attacking that player or planeswalker.",0.40,0.16,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470596&type=card
24670,Taigam's Scheming,Khans of Tarkir ,Common,2,['1', 'Blue'],Sorcery,,,,Look at the top five cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.,0.20,0.08,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=386690&type=card
12166,Taigam's Strike,Dragons of Tarkir ,Common,4,['3', 'Blue'],Sorcery,,,,"Target creature gets +2/+0 until end of turn and can't be blocked this turn.
Rebound (If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)",0.20,0.07,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394726&type=card
6128,"Taigam, Ojutai Master",Commander 2017 ,Rare,4,['2'," 'White', 'Blue']",Legendary Creature , Human Monk , Human Monk (3,4),"Instant, sorcery, and Dragon spells you control can't be countered.
Whenever you cast an instant or sorcery spell from your hand, if Taigam, Ojutai Master attacked this turn, that spell gains rebound. (Exile the spell as it resolves. At the beginning of your next upkeep, you may cast that card from exile without paying its mana cost.)",7.27,7.56,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433287&type=card
6129,"Taigam, Sidisi's Hand",Commander 2017 ,Rare,5,['3'," 'Blue', 'Black']",Legendary Creature , Human Wizard , Human Wizard (3,4),"Skip your draw step.
At the beginning of your upkeep, look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.
, , Exile X cards from your graveyard: Target creature gets -X/-X until end of turn.",7.27,7.56,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433288&type=card
12167,Tail Slash,Dragons of Tarkir ,Common,3,['2', 'Red'],Instant,,,,Target creature you control deals damage equal to its power to target creature you don't control.,0.20,0.07,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394727&type=card
348,Tainted Sigil,Alara Reborn ,Uncommon,3,['1'," 'White', 'Black']",Artifact,,,,", Sacrifice Tainted Sigil: You gain life equal to the total life lost by all players this turn. (Damage causes loss of life.)",0.26,0.97,4.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=180618&type=card
22681,Tainted Well,Invasion ,Common,3,['2', 'Black'],Enchantment , Aura, Aura,,"Enchant land
When Tainted Well enters the battlefield, draw a card.
Enchanted land is a Swamp.",0.27,0.25,21.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=25748&type=card
6130,Taj-Nar Swordsmith,Commander 2017 ,Uncommon,4,['3', 'White'],Creature , Cat Soldier , Cat Soldier (2,3),"When Taj-Nar Swordsmith enters the battlefield, you may pay . If you do, search your library for an Equipment card with mana value X or less, put that card onto the battlefield, then shuffle.",0.28,0.24,1.64,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433009&type=card
11922,"Tajic, Blade of the Legion",Dragon's Maze ,Rare,4,['2'," 'Red', 'White']",Legendary Creature , Human Soldier , Human Soldier (2,2),"Indestructible
Battalion — Whenever Tajic, Blade of the Legion and at least two other creatures attack, Tajic gets +5/+5 until end of turn.",0.71,0.58,2.77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=369098&type=card
19334,"Tajic, Legion's Edge",Guilds of Ravnica ,Rare,3,['1'," 'Red', 'White']",Legendary Creature , Human Soldier , Human Soldier (3,2),"Haste
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
Prevent all noncombat damage that would be dealt to other creatures you control.
: Tajic, Legion's Edge gains first strike until end of turn.",0.75,0.61,2.23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452954&type=card
14594,Tajuru Archer,Duel Decks: Zendikar vs. Eldrazi ,Uncommon,3,['2', 'Green'],Creature , Elf Archer Ally , Elf Archer Ally (1,2),"Whenever Tajuru Archer or another Ally enters the battlefield under your control, you may have Tajuru Archer deal damage to target creature with flying equal to the number of Allies you control.",0.21,0.10,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401665&type=card
2054,Tajuru Beastmaster,Battle for Zendikar ,Common,6,['5', 'Green'],Creature , Elf Warrior Ally , Elf Warrior Ally (5,5),"Rally — Whenever Tajuru Beastmaster or another Ally enters the battlefield under your control, creatures you control get +1/+1 until end of turn.",1.19,1.20,11.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402066&type=card
2055,Tajuru Stalwart,Battle for Zendikar ,Common,3,['2', 'Green'],Creature , Elf Scout Ally , Elf Scout Ally (0,1),Converge — Tajuru Stalwart enters the battlefield with a +1/+1 counter on it for each color of mana spent to cast it.,0.20,0.03,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402067&type=card
2056,Tajuru Warcaller,Battle for Zendikar ,Uncommon,5,['3'," 'Green', 'Green']",Creature , Elf Warrior Ally , Elf Warrior Ally (2,1),"Rally — Whenever Tajuru Warcaller or another Ally enters the battlefield under your control, creatures you control get +2/+2 until end of turn.",0.20,0.03,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=402068&type=card
24052,Take Down,Kaladesh ,Common,1,['Green'],,Sorcery,,,,"Choose one —
• Take Down deals 4 damage to target creature with flying.
• Take Down deals 1 damage to each creature with flying.",0.30,0.14,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417743&type=card
15172,Take Inventory,Eldritch Moon ,Common,2,['1', 'Blue'],Sorcery,,,,"Draw a card, then draw cards equal to the number of cards named Take Inventory in your graveyard.",0.20,0.07,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414371&type=card
17991,Take Possession,Future Sight ,Rare,7,['5'," 'Blue', 'Blue']",Enchantment , Aura, Aura,,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
Enchant permanent
You control enchanted permanent.",4.19,2.81,23.24,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136199&type=card
175,Take into Custody,Aether Revolt ,Common,1,['Blue'],,Instant,,,,Tap target creature. It doesn't untap during its controller's next untap step.,0.19,0.02,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423714&type=card
2872,Takeno's Cavalry,Betrayers of Kamigawa ,Common,4,['3', 'White'],Creature , Human Samurai Archer , Human Samurai Archer (1,1),"Bushido 1 (Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.)
: Takeno's Cavalry deals 1 damage to target attacking or blocking Spirit.",0.24,0.10,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74597&type=card
3325,"Takeno, Samurai General",Champions of Kamigawa ,Rare,6,['5', 'White'],Legendary Creature , Human Samurai , Human Samurai (3,3),"Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.)
Each other Samurai creature you control gets +1/+1 for each point of bushido it has.",0.61,0.73,24.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=75302&type=card
2873,Takenuma Bleeder,Betrayers of Kamigawa ,Common,3,['2', 'Black'],Creature , Ogre Shaman , Ogre Shaman (3,3),"Whenever Takenuma Bleeder attacks or blocks, you lose 1 life if you don't control a Demon.",0.24,0.10,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74095&type=card
15606,Talara's Bane,Eventide ,Common,2,['1', 'Black'],Sorcery,,,,"Target opponent reveals their hand. You choose a green or white creature card from it. You gain life equal to that creature card's toughness, then that player discards that card.",0.20,0.09,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=151142&type=card
10290,Tale's End,Core Set 2020 ,Rare,2,['1', 'Blue'],Instant,,,,"Counter target activated ability, triggered ability, or legendary spell.",2.76,2.55,9.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466831&type=card
24478,Tales of the Ancestors,Kaldheim Commander ,Rare,4,['3', 'Blue'],Sorcery,,,,"Each player with fewer cards in hand than the player with the most cards in hand draws cards equal to the difference.
Foretell (During your turn, you may pay and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)",0.50,0.19,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=508154&type=card
7587,Talisman of Creativity,Commander 2021 ,Uncommon,2,['2'],,Artifact,,,,": Add .
: Add or . Talisman of Creativity deals 1 damage to you.",1.55,1.22,11.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=519304&type=card
1419,Talisman of Dominance,Archenemy: Nicol Bolas ,Uncommon,2,['2'],,Artifact,,,,": Add .
: Add or . Talisman of Dominance deals 1 damage to you.",0.23,0.08,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430629&type=card
1420,Talisman of Indulgence,Archenemy: Nicol Bolas ,Uncommon,2,['2'],,Artifact,,,,": Add .
: Add or . Talisman of Indulgence deals 1 damage to you.",7.98,8.35,90.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430630&type=card
7588,Talisman of Resilience,Commander 2021 ,Uncommon,2,['2'],,Artifact,,,,": Add .
: Add or . Talisman of Resilience deals 1 damage to you.",0.50,0.40,4.92,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=519305&type=card
2874,Tallowisp,Betrayers of Kamigawa ,Uncommon,2,['1', 'White'],Creature , Spirit , Spirit (1,3),"Whenever you cast a Spirit or Arcane spell, you may search your library for an Aura card with enchant creature, reveal it, put it into your hand, then shuffle.",0.75,0.49,3.19,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74412&type=card
349,Talon Trooper,Alara Reborn ,Common,3,['1'," 'White', 'Blue']",Creature , Bird Scout , Bird Scout (2,3),Flying,0.87,0.97,4.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179537&type=card
10984,Talon of Pain,Darksteel ,Uncommon,4,['4'],,Artifact,,,,"Whenever a source you control other than Talon of Pain deals damage to an opponent, put a charge counter on Talon of Pain.
, , Remove X charge counters from Talon of Pain: It deals X damage to any target.",0.25,0.19,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=46111&type=card
15608,Talonrend,Eventide ,Uncommon,5,['4', 'Blue'],Creature , Elemental , Elemental (0,5),"Flying
: Talonrend gets +1/-1 until end of turn.",1.00,0.63,5.70,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153430&type=card
10788,Talons of Falkenrath,Dark Ascension ,Common,2,['1', 'Red'],Enchantment , Aura, Aura,,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature has "": This creature gets +2/+0 until end of turn.""",0.19,0.02,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=262855&type=card
9900,Talons of Wildwood,Core Set 2019 ,Common,2,['1', 'Green'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 and has trample. (It can deal excess combat damage to the player or planeswalker it's attacking.)
: Return Talons of Wildwood from your graveyard to your hand.",0.20,0.07,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447338&type=card
23785,Talrand's Invocation,Jumpstart ,Uncommon,4,['2'," 'Blue', 'Blue']",Sorcery,,,,Create two 2/2 blue Drake creature tokens with flying.,0.25,0.11,0.63,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489339&type=card
3923,Tamanoa,Coldsnap ,Rare,3,['Red'," 'Green', 'White']",Creature , Spirit , Spirit (2,4),"Whenever a noncreature source you control deals damage, you gain that much life.",0.98,1.10,34.23,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=121262&type=card
15173,"Tamiyo, Field Researcher",Eldritch Moon ,Mythic,4,['1'," 'Green', 'White', 'Blue']",Legendary Planeswalker , Tamiyo , Tamiyo (4),,"+1: Choose up to two target creatures. Until your next turn, whenever either of those creatures deals combat damage, you draw a card.
−2: Tap up to two target nonland permanents. They don't untap during their controller's next untap step.
−7: Draw three cards. You get an emblem with ""You may cast spells from your hand without paying their mana costs.""",0.19,0.09,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414495&type=card
1623,"Tamiyo, the Moon Sage",Avacyn Restored ,Mythic,5,['3'," 'Blue', 'Blue']",Legendary Planeswalker , Tamiyo , Tamiyo (4),,"+1: Tap target permanent. It doesn't untap during its controller's next untap step.
−2: Draw a card for each tapped creature target player controls.
−8: You get an emblem with ""You have no maximum hand size"" and ""Whenever a card is put into your graveyard from anywhere, you may return it to your hand.""",0.21,0.10,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240070&type=card
22682,Tangle,Invasion ,Uncommon,2,['1', 'Green'],Instant,,,,"Prevent all combat damage that would be dealt this turn.
Each attacking creature doesn't untap during its controller's next untap step.",0.25,0.32,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23115&type=card
16394,Tangle Asp,Fifth Dawn ,Common,2,['1', 'Green'],Creature , Snake , Snake (1,2),"Whenever Tangle Asp blocks or becomes blocked by a creature, destroy that creature at end of combat.",0.25,0.07,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50203&type=card
10985,Tangle Golem,Darksteel ,Common,7,['7'],,Artifact Creature , Golem , Golem (5,4),Affinity for Forests (This spell costs less to cast for each Forest you control.),0.25,0.19,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=46171&type=card
10986,Tangle Spider,Darksteel ,Common,6,['4'," 'Green', 'Green']",Creature , Spider , Spider (3,4),"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)",0.25,0.32,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=46548&type=card
17826,Tangle Wire,From the Vault: Twenty ,Mythic,3,['3'],,Artifact,,,,"Fading 4 (This artifact enters the battlefield with four fade counters on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)
At the beginning of each player's upkeep, that player taps an untapped artifact, creature, or land they control for each fade counter on Tangle Wire.",39.99,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373322&type=card
15174,Tangleclaw Werewolf,Eldritch Moon ,Uncommon,4,['2'," 'Green', 'Green']",Creature , Werewolf Horror , Werewolf Horror (2,4),"Tangleclaw Werewolf can block an additional creature each combat.
: Transform Tangleclaw Werewolf.",8.73,8.26,20.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414477&type=card
10987,Tanglewalker,Darksteel ,Uncommon,3,['2', 'Green'],Creature , Dryad , Dryad (2,2),Each creature you control can't be blocked as long as defending player controls an artifact land.,0.25,0.32,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=43547&type=card
12168,Tapestry of the Ages,Dragons of Tarkir ,Uncommon,4,['4'],,Artifact,,,,", : Draw a card. Activate only if you've cast a noncreature spell this turn.",0.25,0.07,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394728&type=card
2713,Tar Pit Warrior,Beatdown Box Set ,Common,3,['2', 'Black'],Creature , Cyclops Warrior , Cyclops Warrior (3,4),"When Tar Pit Warrior becomes the target of a spell or ability, sacrifice it.",0.20,0.09,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=26615&type=card
3745,Tariff,Classic Sixth Edition ,Rare,2,['1', 'White'],Sorcery,,,,"Each player sacrifices the creature they control with the highest mana value unless they pay that creature's mana cost. If two or more creatures a player controls are tied for highest, that player chooses one.",0.50,0.38,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=15361&type=card
17992,Tarmogoyf,Future Sight ,Rare,2,['1', 'Green'],Creature , Lhurgoyf , Lhurgoyf (*,1+*),Tarmogoyf's power is equal to the number of card types among cards in all graveyards and its toughness is equal to that number plus 1.,67.95,62.65,649.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136142&type=card
17993,Tarox Bladewing,Future Sight ,Rare,5,['2'," 'Red', 'Red', 'Red']",Legendary Creature , Dragon , Dragon (4,3),"Flying, haste
Grandeur — Discard another card named Tarox Bladewing: Tarox Bladewing gets +X/+X until end of turn, where X is its power.",0.49,0.37,26.68,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136139&type=card
16211,Tasigur's Cruelty,Fate Reforged ,Common,6,['5', 'Black'],Sorcery,,,,"Delve (Each card you exile from your graveyard while casting this spell pays for .)
Each opponent discards two cards.",0.67,0.37,4.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391938&type=card
16210,"Tasigur, the Golden Fang",Fate Reforged ,Rare,6,['5', 'Black'],Legendary Creature , Human Shaman , Human Shaman (4,5),"Delve (Each card you exile from your graveyard while casting this spell pays for .)
: Mill two cards, then return a nonland card of an opponent's choice from your graveyard to your hand.",0.23,0.07,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391937&type=card
24053,Tasseled Dromedary,Kaladesh ,Common,1,['White'],,Creature , Camel , Camel (0,4),,0.17,0.02,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417603&type=card
11174,Taste for Mayhem,Dissension ,Common,1,['Red'],,Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +2/+0.
Hellbent — Enchanted creature gets an additional +2/+0 as long as you have no cards in hand.",0.24,0.15,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=107597&type=card
7589,Taste of Death,Commander 2021 ,Rare,6,['4'," 'Black', 'Black']",Sorcery,,,,"Each player sacrifices three creatures. You create three Food tokens. (They're artifacts with "", , Sacrifice this artifact: You gain 3 life."")",0.65,0.37,0.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=519191&type=card
502,Taste of Paradise,Alliances ,Common,4,['3', 'Green'],Sorcery,,,,"As an additional cost to cast this spell, you may pay any number of times.
You gain 3 life plus an additional 3 life for each additional you paid.",3.29,0.05,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3150&type=card
3326,"Tatsumasa, the Dragon's Fang",Champions of Kamigawa ,Rare,6,['6'],,Legendary Artifact , Equipment, Equipment,,"Equipped creature gets +5/+5.
, Exile Tatsumasa, the Dragon's Fang: Create a 5/5 blue Dragon Spirit creature token with flying. Return Tatsumasa to the battlefield under its owner's control when that token dies.
Equip",2.67,2.89,24.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=75291&type=card
15175,Tattered Haunter,Eldritch Moon ,Common,2,['1', 'Blue'],Creature , Spirit , Spirit (2,1),"Flying
Tattered Haunter can block only creatures with flying.",0.25,0.17,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414372&type=card
11417,"Tatyova, Benthic Druid",Dominaria ,Uncommon,5,['3'," 'Green', 'Blue']",Legendary Creature , Merfolk Druid , Merfolk Druid (3,3),"Whenever a land enters the battlefield under your control, you gain 1 life and draw a card.",3.73,3.66,14.93,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443094&type=card
956,Tawnos's Coffin,Antiquities ,Rare,4,['4'],,Artifact,,,,"You may choose not to untap Tawnos's Coffin during your untap step.
, : Exile target creature and all Auras attached to it. Note the number and kind of counters that were on that creature. When Tawnos's Coffin leaves the battlefield or becomes untapped, return that exiled card to the battlefield under its owner's control tapped with the noted number and kind of counters on it. If you do, return the other exiled cards to the battlefield under their owner's control attached to that permanent.",299.99,279.94,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1024&type=card
6882,"Tawnos, Urza's Apprentice",Commander 2018 ,Mythic,2,['Blue', 'Red'],Legendary Creature , Human Artificer , Human Artificer (1,3),"Haste
, : Copy target activated or triggered ability you control from an artifact source. You may choose new targets for the copy. (Mana abilities can't be targeted.)",0.23,0.07,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=450646&type=card
21734,"Tayam, Luminous Enigma",Ikoria Commander ,Mythic,4,['1'," 'White', 'Black', 'Green']",Legendary Creature , Nightmare Beast , Nightmare Beast (3,3),"Each other creature you control enters the battlefield with an additional vigilance counter on it.
, Remove three counters from among creatures you control: Mill three cards, then return a permanent card with mana value 3 or less from your graveyard to the battlefield.",0.67,0.37,1.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=484723&type=card
2875,Teardrop Kami,Betrayers of Kamigawa ,Common,1,['Blue'],,Creature , Spirit , Spirit (1,1),Sacrifice Teardrop Kami: You may tap or untap target creature.,0.75,0.49,3.19,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74458&type=card
10988,Tears of Rage,Darksteel ,Uncommon,4,['2'," 'Red', 'Red']",Instant,,,,"Cast this spell only during the declare attackers step.
Attacking creatures you control get +X/+0 until end of turn, where X is the number of attacking creatures. Sacrifice those creatures at the beginning of the next end step.",0.26,0.17,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=21293&type=card
4957,Tectonic Edge,Commander 2014 ,Uncommon,0,['3', 'Black'],Land,,,,": Add .
, , Sacrifice Tectonic Edge: Destroy target nonbasic land. Activate only if an opponent controls four or more lands.",1.50,1.47,17.97,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389711&type=card
7297,Tectonic Hellion,Commander 2019 ,Rare,7,['5'," 'Red', 'Red']",Creature , Hellion , Hellion (8,5),"Haste
Whenever Tectonic Hellion attacks, each player who controls the most lands sacrifices two lands.",0.65,0.37,0.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470575&type=card
22683,Tectonic Instability,Invasion ,Rare,3,['2', 'Red'],Enchantment,,,,"Whenever a land enters the battlefield, tap all lands its controller controls.",10.08,11.50,49.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23100&type=card
21735,Tectonic Reformation,Ikoria Commander ,Rare,2,['1', 'Red'],Enchantment,,,,"Each land card in your hand has cycling .
Cycling (, Discard this card: Draw a card.)",1.50,0.20,2.24,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=482790&type=card
10599,Teferi's Ageless Insight,Core Set 2021 ,Rare,4,['2'," 'Blue', 'Blue']",Legendary Enchantment,,,,"If you would draw a card except the first one you draw in each of your draw steps, draw two cards instead.",,,3.14,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485399&type=card
22684,Teferi's Care,Invasion ,Uncommon,3,['2', 'White'],Enchantment,,,,", Sacrifice an enchantment: Destroy target enchantment.
: Counter target enchantment spell.",10.08,11.50,49.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22959&type=card
22685,Teferi's Moat,Invasion ,Rare,5,['3'," 'White', 'Blue']",Enchantment,,,,"As Teferi's Moat enters the battlefield, choose a color.
Creatures of the chosen color without flying can't attack you.",0.25,0.17,3.13,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23167&type=card
6131,Teferi's Protection,Commander 2017 ,Rare,3,['2', 'White'],Instant,,,,"Until your next turn, your life total can't change and you gain protection from everything. All permanents you control phase out. (While they're phased out, they're treated as though they don't exist. They phase in before you untap during your untap step.)
Exile Teferi's Protection.",33.07,26.67,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433249&type=card
10600,Teferi's Protege,Core Set 2021 ,Common,3,['2', 'Blue'],Creature , Human Wizard , Human Wizard (2,3),", : Draw a card, then discard a card.",0.20,0.07,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485400&type=card
22686,Teferi's Response,Invasion ,Rare,2,['1', 'Blue'],Instant,,,,"Counter target spell or ability an opponent controls that targets a land you control. If a permanent's ability is countered this way, destroy that permanent.
Draw two cards.",0.81,0.82,2.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23015&type=card
11420,Teferi's Sentinel,Dominaria ,Uncommon,5,['5'],,Artifact Creature , Golem , Golem (2,6),"As long as you control a Teferi planeswalker, Teferi's Sentinel gets +4/+0.",0.25,0.12,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=445851&type=card
10601,Teferi's Tutelage,Core Set 2021 ,Uncommon,3,['2', 'Blue'],Enchantment,,,,"When Teferi's Tutelage enters the battlefield, draw a card, then discard a card.
Whenever you draw a card, target opponent mills two cards. (They put the top two cards of their library into their graveyard.)",0.20,0.07,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485401&type=card
10602,Teferi's Wavecaster,Core Set 2021 ,Rare,5,['3'," 'Blue', 'Blue']",Creature , Merfolk Wizard , Merfolk Wizard (3,3),"Flash
When Teferi's Wavecaster enters the battlefield, you may search your library and/or graveyard for a card named Teferi, Timeless Voyager, reveal it, and put it into your hand. If you search your library this way, shuffle.",0.43,0.21,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488633&type=card
10597,"Teferi, Master of Time",Core Set 2021 ,Mythic,4,['2'," 'Blue', 'Blue']",Legendary Planeswalker , Teferi , Teferi (3),,"You may activate loyalty abilities of Teferi, Master of Time on any player's turn any time you could cast an instant.
+1: Draw a card, then discard a card.
−3: Target creature you don't control phases out. (Treat it and anything attached to it as though they don't exist until its controller's next turn.)
−10: Take two extra turns after this one.",9.98,9.43,13.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488906&type=card
4958,"Teferi, Temporal Archmage",Commander 2014 ,Mythic,6,['4'," 'Blue', 'Blue']",Legendary Planeswalker , Teferi , Teferi (5),,"+1: Look at the top two cards of your library. Put one of them into your hand and the other on the bottom of your library.
−1: Untap up to four target permanents.
−10: You get an emblem with ""You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.""
Teferi, Temporal Archmage can be your commander.",1.10,1.19,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389712&type=card
11419,"Teferi, Timebender",Dominaria ,Mythic,6,['4'," 'White', 'Blue']",Legendary Planeswalker , Teferi , Teferi (5),,"+2: Untap up to one target artifact or creature.
−3: You gain 2 life and draw two cards.
−9: Take an extra turn after this one.",,1.77,2.09,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=445848&type=card
10598,"Teferi, Timeless Voyager",Core Set 2021 ,Mythic,6,['4'," 'Blue', 'Blue']",Legendary Planeswalker , Teferi , Teferi (4),,"+1: Draw a card.
−3: Put target creature on top of its owner's library.
−8: Each creature target opponent controls phases out. Until the end of your next turn, they can't phase in. (Treat them and anything attached to them as though they don't exist.)",9.98,9.43,13.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=488630&type=card
22687,Tek,Invasion ,Rare,5,['5'],,Artifact Creature , Dragon , Dragon (2,2),"Tek gets +0/+2 as long as you control a Plains, has flying as long as you control an Island, gets +2/+0 as long as you control a Swamp, has first strike as long as you control a Mountain, and has trample as long as you control a Forest.",0.50,0.41,75.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=23229&type=card
16395,Tel-Jilad Justice,Fifth Dawn ,Uncommon,2,['1', 'Green'],Instant,,,,"Destroy target artifact. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",0.23,0.13,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=50190&type=card
16396,Tel-Jilad Lifebreather,Fifth Dawn ,Common,5,['4', 'Green'],Creature , Troll Shaman , Troll Shaman (3,2),", , Sacrifice a Forest: Regenerate target creature.",0.25,0.12,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73582&type=card
